genome_id	Specie	A	A2	AHp	AHL	AKS	B1/B2	B3	BHp	Gly	Human	PqsE	VarG	AmpH	C	CHp	Est/PBP2	EstI	EstII	PKS	D	PBP2	('measurement_value', 'ampicillin')	('measurement_value', 'aztreonam')	('measurement_value', 'cefazolin')	('measurement_value', 'ceftazidime')	('measurement_value', 'imipenem')	('measurement_value', 'meropenem')
573.13118	Klebsiella pneumoniae	2.0	0.0	0.0	1.0	1.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	16.0	16.0	16.0	16.0	1.0	1.0
573.13120	Klebsiella pneumoniae	2.0	0.0	0.0	1.0	1.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	16.0	16.0	16.0	16.0	1.0	1.0
573.13123	Klebsiella pneumoniae	2.0	0.0	0.0	0.0	1.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	16.0	16.0	16.0	0.0	8.0	1.0
573.13124	Klebsiella pneumoniae	3.0	0.0	0.0	1.0	1.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	16.0	16.0	16.0	16.0	1.0	1.0
573.13125	Klebsiella pneumoniae	2.0	0.0	0.0	1.0	1.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	16.0	16.0	16.0	16.0	1.0	1.0
573.13126	Klebsiella pneumoniae	3.0	0.0	0.0	1.0	1.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	16.0	16.0	16.0	16.0	1.0	1.0
573.13128	Klebsiella pneumoniae	2.0	0.0	0.0	1.0	1.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	2.0	16.0	16.0	16.0	16.0	1.0	1.0
573.13129	Klebsiella pneumoniae	3.0	0.0	0.0	1.0	1.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	16.0	16.0	16.0	0.0	1.0	1.0
573.13133	Klebsiella pneumoniae	2.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	2.0	16.0	16.0	16.0	16.0	1.0	1.0
573.13134	Klebsiella pneumoniae	3.0	0.0	0.0	1.0	1.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	16.0	2.0	16.0	1.0	1.0	1.0
573.13135	Klebsiella pneumoniae	3.0	0.0	0.0	1.0	0.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	16.0	16.0	16.0	16.0	1.0	1.0
573.13137	Klebsiella pneumoniae	1.0	0.0	0.0	1.0	1.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	16.0	2.0	16.0	16.0	1.0	1.0
573.13139	Klebsiella pneumoniae	3.0	0.0	0.0	1.0	1.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	16.0	16.0	16.0	16.0	8.0	8.0
573.13141	Klebsiella pneumoniae	1.0	0.0	0.0	1.0	1.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	16.0	2.0	16.0	1.0	1.0	1.0
573.13144	Klebsiella pneumoniae	2.0	0.0	0.0	1.0	1.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	2.0	16.0	16.0	16.0	16.0	1.0	1.0
573.13149	Klebsiella pneumoniae	2.0	0.0	0.0	1.0	1.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	2.0	16.0	16.0	16.0	16.0	1.0	1.0
573.13150	Klebsiella pneumoniae	3.0	0.0	0.0	1.0	1.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	2.0	16.0	16.0	16.0	16.0	1.0	1.0
573.13151	Klebsiella pneumoniae	2.0	0.0	0.0	1.0	1.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	16.0	16.0	16.0	16.0	1.0	1.0
573.13160	Klebsiella pneumoniae	2.0	0.0	0.0	1.0	1.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	16.0	16.0	16.0	16.0	1.0	4.0
573.13162	Klebsiella pneumoniae	4.0	0.0	0.0	0.0	1.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	2.0	16.0	16.0	16.0	16.0	0.0	8.0
573.13165	Klebsiella pneumoniae	3.0	0.0	0.0	1.0	1.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	2.0	16.0	16.0	16.0	16.0	1.0	1.0
573.13166	Klebsiella pneumoniae	3.0	0.0	0.0	1.0	1.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	2.0	16.0	16.0	16.0	16.0	1.0	1.0
573.13167	Klebsiella pneumoniae	3.0	0.0	0.0	1.0	1.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	16.0	16.0	16.0	16.0	8.0	8.0
573.13168	Klebsiella pneumoniae	3.0	0.0	0.0	1.0	1.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	2.0	16.0	16.0	16.0	16.0	1.0	1.0
573.13169	Klebsiella pneumoniae	2.0	0.0	0.0	1.0	1.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	16.0	16.0	16.0	16.0	8.0	8.0
573.13170	Klebsiella pneumoniae	3.0	0.0	0.0	1.0	1.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	2.0	16.0	16.0	16.0	16.0	1.0	1.0
573.13171	Klebsiella pneumoniae	3.0	0.0	0.0	1.0	1.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	16.0	0.0	16.0	16.0	1.0	1.0
573.13172	Klebsiella pneumoniae	4.0	0.0	0.0	1.0	1.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	16.0	16.0	16.0	16.0	8.0	8.0
573.13174	Klebsiella pneumoniae	4.0	0.0	0.0	1.0	1.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	16.0	16.0	16.0	16.0	8.0	8.0
573.13178	Klebsiella pneumoniae	3.0	0.0	0.0	1.0	1.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	16.0	16.0	16.0	16.0	8.0	8.0
573.13182	Klebsiella pneumoniae	3.0	0.0	0.0	0.0	1.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	2.0	16.0	16.0	16.0	16.0	8.0	8.0
573.13185	Klebsiella pneumoniae	2.0	0.0	0.0	1.0	1.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	16.0	16.0	16.0	16.0	1.0	1.0
573.13186	Klebsiella pneumoniae	2.0	0.0	0.0	1.0	1.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	16.0	16.0	16.0	16.0	4.0	0.0
573.13187	Klebsiella pneumoniae	3.0	0.0	0.0	1.0	1.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	16.0	16.0	16.0	16.0	1.0	1.0
573.13194	Klebsiella pneumoniae	3.0	0.0	0.0	1.0	1.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	16.0	16.0	16.0	16.0	1.0	1.0
573.13195	Klebsiella pneumoniae	4.0	0.0	0.0	1.0	1.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	16.0	16.0	16.0	16.0	8.0	8.0
573.13196	Klebsiella pneumoniae	2.0	0.0	0.0	1.0	1.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	16.0	16.0	16.0	16.0	1.0	1.0
573.13199	Klebsiella pneumoniae	3.0	0.0	0.0	0.0	1.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	16.0	16.0	16.0	16.0	1.0	1.0
573.13204	Klebsiella pneumoniae	3.0	0.0	0.0	0.0	1.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	2.0	16.0	16.0	16.0	16.0	1.0	1.0
573.13216	Klebsiella pneumoniae	3.0	0.0	0.0	1.0	1.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	2.0	16.0	16.0	16.0	16.0	1.0	1.0
573.13226	Klebsiella pneumoniae	2.0	0.0	0.0	1.0	1.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	16.0	16.0	16.0	16.0	1.0	1.0
573.13227	Klebsiella pneumoniae	3.0	0.0	0.0	1.0	1.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	16.0	16.0	16.0	16.0	1.0	1.0
573.13229	Klebsiella pneumoniae	3.0	0.0	0.0	1.0	1.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	16.0	16.0	16.0	16.0	1.0	1.0
573.13232	Klebsiella pneumoniae	1.0	0.0	0.0	1.0	1.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	16.0	16.0	16.0	16.0	1.0	1.0
573.13239	Klebsiella pneumoniae	2.0	0.0	0.0	1.0	1.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	16.0	16.0	16.0	16.0	1.0	1.0
573.13242	Klebsiella pneumoniae	1.0	0.0	0.0	0.0	1.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	16.0	16.0	16.0	16.0	1.0	1.0
573.13244	Klebsiella pneumoniae	2.0	0.0	0.0	1.0	1.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	2.0	16.0	16.0	16.0	16.0	1.0	1.0
573.13246	Klebsiella pneumoniae	3.0	0.0	0.0	1.0	1.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	16.0	16.0	16.0	16.0	1.0	1.0
573.13250	Klebsiella pneumoniae	1.0	0.0	0.0	0.0	1.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	16.0	16.0	16.0	16.0	1.0	1.0
573.13251	Klebsiella pneumoniae	4.0	0.0	0.0	1.0	1.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	16.0	16.0	16.0	16.0	8.0	8.0
573.13254	Klebsiella pneumoniae	3.0	0.0	0.0	1.0	1.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	16.0	16.0	16.0	16.0	1.0	1.0
573.13261	Klebsiella pneumoniae	2.0	0.0	0.0	1.0	1.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	16.0	16.0	16.0	16.0	1.0	1.0
573.13262	Klebsiella pneumoniae	2.0	0.0	0.0	1.0	1.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	16.0	16.0	16.0	16.0	1.0	1.0
573.13263	Klebsiella pneumoniae	2.0	0.0	0.0	1.0	1.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	16.0	16.0	16.0	16.0	1.0	1.0
573.13264	Klebsiella pneumoniae	2.0	0.0	0.0	1.0	1.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	16.0	4.0	16.0	16.0	1.0	1.0
573.13265	Klebsiella pneumoniae	2.0	0.0	0.0	1.0	1.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	16.0	16.0	16.0	16.0	1.0	1.0
573.13268	Klebsiella pneumoniae	2.0	0.0	0.0	1.0	1.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	16.0	16.0	16.0	16.0	1.0	1.0
573.13269	Klebsiella pneumoniae	3.0	0.0	0.0	1.0	1.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	2.0	16.0	16.0	16.0	16.0	1.0	1.0
573.13270	Klebsiella pneumoniae	3.0	0.0	0.0	1.0	1.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	16.0	16.0	16.0	16.0	1.0	1.0
573.13276	Klebsiella pneumoniae	3.0	0.0	0.0	1.0	1.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	16.0	2.0	16.0	16.0	1.0	1.0
573.13279	Klebsiella pneumoniae	2.0	0.0	0.0	0.0	1.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	16.0	16.0	16.0	16.0	1.0	1.0
573.13284	Klebsiella pneumoniae	4.0	0.0	0.0	0.0	1.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	16.0	16.0	16.0	4.0	1.0	1.0
573.13285	Klebsiella pneumoniae	3.0	0.0	0.0	1.0	1.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	16.0	16.0	16.0	16.0	1.0	1.0
573.13286	Klebsiella pneumoniae	3.0	0.0	0.0	1.0	1.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	16.0	2.0	16.0	0.5	1.0	1.0
573.13288	Klebsiella pneumoniae	3.0	0.0	0.0	0.0	1.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	2.0	16.0	16.0	16.0	16.0	8.0	8.0
573.13291	Klebsiella pneumoniae	2.0	0.0	0.0	1.0	1.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	16.0	16.0	16.0	16.0	1.0	1.0
573.13295	Klebsiella pneumoniae	3.0	0.0	0.0	0.0	1.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	16.0	16.0	16.0	4.0	1.0	1.0
573.13296	Klebsiella pneumoniae	1.0	0.0	0.0	1.0	1.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	16.0	16.0	16.0	16.0	1.0	1.0
573.13297	Klebsiella pneumoniae	1.0	0.0	0.0	1.0	1.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	16.0	16.0	16.0	16.0	1.0	1.0
573.13298	Klebsiella pneumoniae	4.0	0.0	0.0	0.0	1.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	16.0	16.0	16.0	4.0	1.0	1.0
573.13301	Klebsiella pneumoniae	3.0	0.0	0.0	0.0	1.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	2.0	16.0	16.0	16.0	16.0	1.0	1.0
573.13304	Klebsiella pneumoniae	2.0	0.0	0.0	1.0	1.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	2.0	16.0	16.0	16.0	16.0	1.0	1.0
573.13305	Klebsiella pneumoniae	3.0	0.0	0.0	1.0	1.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	16.0	16.0	16.0	16.0	1.0	1.0
573.13306	Klebsiella pneumoniae	3.0	0.0	0.0	1.0	1.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	16.0	16.0	16.0	16.0	1.0	1.0
573.13308	Klebsiella pneumoniae	3.0	0.0	0.0	1.0	1.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	2.0	16.0	16.0	16.0	16.0	1.0	1.0
573.13309	Klebsiella pneumoniae	3.0	0.0	0.0	1.0	1.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	16.0	16.0	16.0	16.0	1.0	1.0
573.13313	Klebsiella pneumoniae	3.0	0.0	0.0	1.0	1.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	16.0	16.0	16.0	16.0	1.0	1.0
573.13314	Klebsiella pneumoniae	3.0	0.0	0.0	1.0	1.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	16.0	16.0	16.0	16.0	1.0	1.0
573.13315	Klebsiella pneumoniae	2.0	0.0	0.0	1.0	1.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	16.0	16.0	16.0	16.0	1.0	1.0
573.13316	Klebsiella pneumoniae	3.0	0.0	0.0	1.0	1.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	16.0	16.0	16.0	16.0	1.0	1.0
573.13317	Klebsiella pneumoniae	3.0	0.0	0.0	1.0	1.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	16.0	16.0	16.0	16.0	1.0	1.0
573.13319	Klebsiella pneumoniae	3.0	0.0	0.0	0.0	1.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	2.0	16.0	16.0	16.0	16.0	1.0	1.0
573.13321	Klebsiella pneumoniae	1.0	0.0	0.0	1.0	1.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	16.0	16.0	16.0	16.0	1.0	1.0
573.13328	Klebsiella pneumoniae	3.0	0.0	0.0	1.0	1.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	16.0	16.0	16.0	16.0	1.0	1.0
573.13329	Klebsiella pneumoniae	2.0	0.0	0.0	1.0	1.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	16.0	16.0	16.0	16.0	1.0	1.0
573.13331	Klebsiella pneumoniae	3.0	0.0	0.0	1.0	1.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	2.0	16.0	16.0	16.0	16.0	1.0	1.0
573.13332	Klebsiella pneumoniae	3.0	0.0	0.0	0.0	1.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	2.0	16.0	16.0	16.0	16.0	1.0	1.0
573.13335	Klebsiella pneumoniae	3.0	0.0	0.0	0.0	1.0	0.0	0.0	3.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	2.0	16.0	16.0	16.0	16.0	1.0	1.0
573.13344	Klebsiella pneumoniae	3.0	0.0	0.0	1.0	0.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	2.0	16.0	16.0	16.0	16.0	1.0	1.0
573.13368	Klebsiella pneumoniae	2.0	0.0	0.0	1.0	1.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	16.0	16.0	16.0	16.0	1.0	1.0
573.13383	Klebsiella pneumoniae	2.0	0.0	0.0	1.0	1.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	16.0	16.0	16.0	16.0	1.0	1.0
573.13409	Klebsiella pneumoniae	2.0	0.0	0.0	1.0	1.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	16.0	16.0	16.0	16.0	1.0	1.0
573.13419	Klebsiella pneumoniae	3.0	0.0	0.0	1.0	0.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	2.0	16.0	16.0	16.0	16.0	8.0	8.0
573.13420	Klebsiella pneumoniae	3.0	0.0	0.0	1.0	1.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	3.0	2.0	16.0	16.0	16.0	16.0	4.0	0.0
573.13442	Klebsiella pneumoniae	2.0	0.0	0.0	1.0	1.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	16.0	16.0	16.0	16.0	1.0	1.0
573.13464	Klebsiella pneumoniae	2.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	16.0	16.0	16.0	16.0	1.0	1.0
573.13465	Klebsiella pneumoniae	1.0	0.0	0.0	1.0	1.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	2.0	16.0	16.0	16.0	16.0	1.0	1.0
573.13466	Klebsiella pneumoniae	1.0	0.0	0.0	1.0	1.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	2.0	16.0	2.0	16.0	1.0	1.0	1.0
573.13467	Klebsiella pneumoniae	3.0	0.0	0.0	1.0	1.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	16.0	16.0	16.0	16.0	1.0	1.0
573.13469	Klebsiella pneumoniae	2.0	0.0	0.0	1.0	1.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	16.0	16.0	16.0	16.0	1.0	1.0
573.13471	Klebsiella pneumoniae	3.0	0.0	0.0	1.0	1.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	2.0	16.0	16.0	16.0	16.0	1.0	1.0
573.13472	Klebsiella pneumoniae	3.0	0.0	0.0	0.0	1.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	2.0	16.0	16.0	16.0	16.0	1.0	1.0
573.13473	Klebsiella pneumoniae	4.0	0.0	0.0	0.0	1.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	2.0	16.0	16.0	16.0	16.0	1.0	1.0
573.13474	Klebsiella pneumoniae	1.0	0.0	0.0	1.0	1.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	2.0	16.0	2.0	16.0	1.0	1.0	1.0
573.13476	Klebsiella pneumoniae	1.0	0.0	0.0	1.0	1.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	2.0	16.0	2.0	16.0	1.0	1.0	1.0
573.13479	Klebsiella pneumoniae	2.0	0.0	0.0	1.0	1.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	2.0	16.0	16.0	16.0	16.0	1.0	1.0
573.13480	Klebsiella pneumoniae	3.0	0.0	0.0	1.0	1.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	16.0	4.0	16.0	0.0	1.0	1.0
573.13481	Klebsiella pneumoniae	3.0	0.0	0.0	1.0	1.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	2.0	16.0	16.0	16.0	16.0	1.0	1.0
573.13485	Klebsiella pneumoniae	1.0	0.0	0.0	1.0	1.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	2.0	16.0	16.0	16.0	16.0	1.0	1.0
