Query	Hit type	PSSM-ID	From	To	E-Value	Bitscore	Accession	Short name	Incomplete	Superfamily
Q#26 - >CMY-4_class_C	non-specific	179620	2	368	3.343e-05	45.5514	PRK03642	PRK03642	 - 	cl21491
Q#27 - >CMY-5_class_C	specific	236894	1	381	0	634.238	PRK11289	ampC	 - 	cl21491
Q#27 - >CMY-5_class_C	superfamily	451269	1	381	0	634.238	cl21491	Transpeptidase superfamily	 - 	 - 
Q#27 - >CMY-5_class_C	specific	395092	32	381	1.2645e-97	293.64	pfam00144	Beta-lactamase	 - 	cl21491
Q#27 - >CMY-5_class_C	specific	224594	2	377	9.34544e-61	200.607	COG1680	AmpC	 - 	cl43486
Q#27 - >CMY-5_class_C	superfamily	224594	2	377	9.34544e-61	200.607	cl43486	AmpC superfamily	 - 	 - 
Q#27 - >CMY-5_class_C	non-specific	236732	1	363	2.87168e-30	119.367	PRK10662	PRK10662	 - 	cl21491
Q#27 - >CMY-5_class_C	non-specific	171868	46	277	8.23774e-06	47.5435	PRK13128	PRK13128	C	cl31632
Q#27 - >CMY-5_class_C	superfamily	171868	46	277	8.23774e-06	47.5435	cl31632	PRK13128 superfamily	C	 - 
Q#27 - >CMY-5_class_C	non-specific	179620	2	368	0.000110703	44.0106	PRK03642	PRK03642	 - 	cl21491
Q#28 - >CMY-6_class_C	specific	236894	1	381	0	630.771	PRK11289	ampC	 - 	cl21491
Q#28 - >CMY-6_class_C	superfamily	451269	1	381	0	630.771	cl21491	Transpeptidase superfamily	 - 	 - 
Q#28 - >CMY-6_class_C	specific	395092	32	381	1.22398e-97	293.64	pfam00144	Beta-lactamase	 - 	cl21491
Q#28 - >CMY-6_class_C	specific	224594	2	377	2.34165e-61	202.147	COG1680	AmpC	 - 	cl43486
Q#28 - >CMY-6_class_C	superfamily	224594	2	377	2.34165e-61	202.147	cl43486	AmpC superfamily	 - 	 - 
Q#28 - >CMY-6_class_C	non-specific	236732	1	363	1.55398e-31	122.834	PRK10662	PRK10662	 - 	cl21491
Q#28 - >CMY-6_class_C	non-specific	171868	46	277	1.26612e-06	50.2399	PRK13128	PRK13128	C	cl31632
Q#28 - >CMY-6_class_C	superfamily	171868	46	277	1.26612e-06	50.2399	cl31632	PRK13128 superfamily	C	 - 
Q#28 - >CMY-6_class_C	non-specific	179620	2	368	3.52447e-05	45.5514	PRK03642	PRK03642	 - 	cl21491
Q#29 - >CMY-7_class_C	specific	236894	1	381	0	635.008	PRK11289	ampC	 - 	cl21491
Q#29 - >CMY-7_class_C	superfamily	451269	1	381	0	635.008	cl21491	Transpeptidase superfamily	 - 	 - 
Q#29 - >CMY-7_class_C	specific	395092	32	381	3.29085e-99	297.492	pfam00144	Beta-lactamase	 - 	cl21491
Q#29 - >CMY-7_class_C	specific	224594	2	377	3.66885e-62	204.459	COG1680	AmpC	 - 	cl43486
Q#29 - >CMY-7_class_C	superfamily	224594	2	377	3.66885e-62	204.459	cl43486	AmpC superfamily	 - 	 - 
Q#29 - >CMY-7_class_C	non-specific	236732	1	363	7.12806e-32	123.604	PRK10662	PRK10662	 - 	cl21491
Q#29 - >CMY-7_class_C	non-specific	171868	46	277	5.93704e-07	51.3955	PRK13128	PRK13128	C	cl31632
Q#29 - >CMY-7_class_C	superfamily	171868	46	277	5.93704e-07	51.3955	cl31632	PRK13128 superfamily	C	 - 
Q#29 - >CMY-7_class_C	non-specific	179620	2	368	8.2802e-05	44.3958	PRK03642	PRK03642	 - 	cl21491
Q#30 - >CMY-8_class_C	specific	236894	5	381	0	612.667	PRK11289	ampC	 - 	cl21491
Q#30 - >CMY-8_class_C	superfamily	451269	5	381	0	612.667	cl21491	Transpeptidase superfamily	 - 	 - 
Q#30 - >CMY-8_class_C	specific	395092	36	381	2.39658e-86	264.75	pfam00144	Beta-lactamase	 - 	cl21491
Q#30 - >CMY-8_class_C	specific	224594	4	377	5.38289e-47	164.783	COG1680	AmpC	 - 	cl43486
Q#30 - >CMY-8_class_C	superfamily	224594	4	377	5.38289e-47	164.783	cl43486	AmpC superfamily	 - 	 - 
Q#30 - >CMY-8_class_C	non-specific	236732	11	362	9.04686e-16	77.7655	PRK10662	PRK10662	 - 	cl21491
Q#30 - >CMY-8_class_C	non-specific	179620	50	362	1.68887e-05	46.3218	PRK03642	PRK03642	 - 	cl21491
Q#31 - >CMY-9_class_C	specific	236894	5	381	0	609.2	PRK11289	ampC	 - 	cl21491
Q#31 - >CMY-9_class_C	superfamily	451269	5	381	0	609.2	cl21491	Transpeptidase superfamily	 - 	 - 
Q#31 - >CMY-9_class_C	specific	395092	36	381	4.49017e-86	263.98	pfam00144	Beta-lactamase	 - 	cl21491
Q#31 - >CMY-9_class_C	specific	224594	4	377	4.41154e-47	164.783	COG1680	AmpC	 - 	cl43486
Q#31 - >CMY-9_class_C	superfamily	224594	4	377	4.41154e-47	164.783	cl43486	AmpC superfamily	 - 	 - 
Q#31 - >CMY-9_class_C	non-specific	236732	11	362	1.65275e-15	76.9951	PRK10662	PRK10662	 - 	cl21491
Q#31 - >CMY-9_class_C	non-specific	179620	50	362	2.9684e-06	49.0182	PRK03642	PRK03642	 - 	cl21491
Q#32 - >CMY-10_class_C	specific	236894	5	381	0	614.978	PRK11289	ampC	 - 	cl21491
Q#32 - >CMY-10_class_C	superfamily	451269	5	381	0	614.978	cl21491	Transpeptidase superfamily	 - 	 - 
Q#32 - >CMY-10_class_C	specific	395092	36	381	2.72903e-86	264.365	pfam00144	Beta-lactamase	 - 	cl21491
Q#32 - >CMY-10_class_C	specific	224594	4	377	5.4218e-48	167.48	COG1680	AmpC	 - 	cl43486
Q#32 - >CMY-10_class_C	superfamily	224594	4	377	5.4218e-48	167.48	cl43486	AmpC superfamily	 - 	 - 
Q#32 - >CMY-10_class_C	non-specific	236732	11	362	2.02979e-17	82.7731	PRK10662	PRK10662	 - 	cl21491
Q#32 - >CMY-10_class_C	non-specific	179620	50	362	9.40786e-05	44.0106	PRK03642	PRK03642	 - 	cl21491
Q#33 - >CMY-11_class_C	specific	236894	5	381	0	613.437	PRK11289	ampC	 - 	cl21491
Q#33 - >CMY-11_class_C	superfamily	451269	5	381	0	613.437	cl21491	Transpeptidase superfamily	 - 	 - 
Q#33 - >CMY-11_class_C	specific	395092	36	381	2.69964e-86	264.365	pfam00144	Beta-lactamase	 - 	cl21491
Q#33 - >CMY-11_class_C	specific	224594	4	377	5.4218e-48	167.48	COG1680	AmpC	 - 	cl43486
Q#33 - >CMY-11_class_C	superfamily	224594	4	377	5.4218e-48	167.48	cl43486	AmpC superfamily	 - 	 - 
Q#33 - >CMY-11_class_C	non-specific	236732	11	362	6.24516e-17	81.2323	PRK10662	PRK10662	 - 	cl21491
Q#33 - >CMY-11_class_C	non-specific	179620	50	362	9.32544e-05	44.0106	PRK03642	PRK03642	 - 	cl21491
Q#34 - >CMY-12_class_C	specific	236894	1	381	0	636.164	PRK11289	ampC	 - 	cl21491
Q#34 - >CMY-12_class_C	superfamily	451269	1	381	0	636.164	cl21491	Transpeptidase superfamily	 - 	 - 
Q#34 - >CMY-12_class_C	specific	395092	32	381	3.87248e-100	299.803	pfam00144	Beta-lactamase	 - 	cl21491
Q#34 - >CMY-12_class_C	specific	224594	2	377	2.01994e-62	205.229	COG1680	AmpC	 - 	cl43486
Q#34 - >CMY-12_class_C	superfamily	224594	2	377	2.01994e-62	205.229	cl43486	AmpC superfamily	 - 	 - 
Q#34 - >CMY-12_class_C	non-specific	236732	1	362	4.80158e-32	123.989	PRK10662	PRK10662	 - 	cl21491
Q#34 - >CMY-12_class_C	non-specific	171868	46	277	2.77036e-06	49.0843	PRK13128	PRK13128	C	cl31632
Q#34 - >CMY-12_class_C	superfamily	171868	46	277	2.77036e-06	49.0843	cl31632	PRK13128 superfamily	C	 - 
Q#34 - >CMY-12_class_C	non-specific	179620	2	368	8.98627e-06	47.4774	PRK03642	PRK03642	 - 	cl21491
Q#35 - >CMY-13_class_C	specific	236894	1	381	0	636.549	PRK11289	ampC	 - 	cl21491
Q#35 - >CMY-13_class_C	superfamily	451269	1	381	0	636.549	cl21491	Transpeptidase superfamily	 - 	 - 
Q#35 - >CMY-13_class_C	specific	395092	32	381	1.09864e-98	296.337	pfam00144	Beta-lactamase	 - 	cl21491
Q#35 - >CMY-13_class_C	specific	224594	2	377	3.39923e-61	201.762	COG1680	AmpC	 - 	cl43486
Q#35 - >CMY-13_class_C	superfamily	224594	2	377	3.39923e-61	201.762	cl43486	AmpC superfamily	 - 	 - 
Q#35 - >CMY-13_class_C	non-specific	236732	1	363	4.29521e-30	118.982	PRK10662	PRK10662	 - 	cl21491
Q#35 - >CMY-13_class_C	non-specific	179620	2	368	2.0396e-07	52.485	PRK03642	PRK03642	 - 	cl21491
Q#35 - >CMY-13_class_C	non-specific	171868	46	277	1.32309e-06	50.2399	PRK13128	PRK13128	C	cl31632
Q#35 - >CMY-13_class_C	superfamily	171868	46	277	1.32309e-06	50.2399	cl31632	PRK13128 superfamily	C	 - 
Q#36 - >CMY-14_class_C	specific	236894	1	381	0	632.312	PRK11289	ampC	 - 	cl21491
Q#36 - >CMY-14_class_C	superfamily	451269	1	381	0	632.312	cl21491	Transpeptidase superfamily	 - 	 - 
Q#36 - >CMY-14_class_C	specific	395092	32	381	1.36516e-98	295.951	pfam00144	Beta-lactamase	 - 	cl21491
Q#36 - >CMY-14_class_C	specific	224594	2	377	2.0173e-61	202.533	COG1680	AmpC	 - 	cl43486
Q#36 - >CMY-14_class_C	superfamily	224594	2	377	2.0173e-61	202.533	cl43486	AmpC superfamily	 - 	 - 
Q#36 - >CMY-14_class_C	non-specific	236732	1	363	1.46246e-31	122.834	PRK10662	PRK10662	 - 	cl21491
Q#36 - >CMY-14_class_C	non-specific	171868	46	277	2.42798e-06	49.4695	PRK13128	PRK13128	C	cl31632
Q#36 - >CMY-14_class_C	superfamily	171868	46	277	2.42798e-06	49.4695	cl31632	PRK13128 superfamily	C	 - 
Q#36 - >CMY-14_class_C	non-specific	179620	2	368	3.37259e-05	45.5514	PRK03642	PRK03642	 - 	cl21491
Q#37 - >CMY-15_class_C	specific	236894	1	381	0	633.853	PRK11289	ampC	 - 	cl21491
Q#37 - >CMY-15_class_C	superfamily	451269	1	381	0	633.853	cl21491	Transpeptidase superfamily	 - 	 - 
Q#37 - >CMY-15_class_C	specific	395092	32	381	6.73929e-99	296.722	pfam00144	Beta-lactamase	 - 	cl21491
Q#37 - >CMY-15_class_C	specific	224594	2	377	1.40445e-61	202.918	COG1680	AmpC	 - 	cl43486
Q#37 - >CMY-15_class_C	superfamily	224594	2	377	1.40445e-61	202.918	cl43486	AmpC superfamily	 - 	 - 
Q#37 - >CMY-15_class_C	non-specific	236732	1	362	5.38614e-31	121.293	PRK10662	PRK10662	 - 	cl21491
Q#37 - >CMY-15_class_C	non-specific	171868	46	277	2.283e-06	49.4695	PRK13128	PRK13128	C	cl31632
Q#37 - >CMY-15_class_C	superfamily	171868	46	277	2.283e-06	49.4695	cl31632	PRK13128 superfamily	C	 - 
Q#37 - >CMY-15_class_C	non-specific	179620	2	368	3.74865e-05	45.5514	PRK03642	PRK03642	 - 	cl21491
Q#38 - >CMY-16_class_C	specific	236894	1	381	0	633.468	PRK11289	ampC	 - 	cl21491
Q#38 - >CMY-16_class_C	superfamily	451269	1	381	0	633.468	cl21491	Transpeptidase superfamily	 - 	 - 
Q#38 - >CMY-16_class_C	specific	395092	32	381	1.17269e-99	298.648	pfam00144	Beta-lactamase	 - 	cl21491
Q#38 - >CMY-16_class_C	specific	224594	2	377	2.90209e-62	204.459	COG1680	AmpC	 - 	cl43486
Q#38 - >CMY-16_class_C	superfamily	224594	2	377	2.90209e-62	204.459	cl43486	AmpC superfamily	 - 	 - 
Q#38 - >CMY-16_class_C	non-specific	236732	1	363	1.55765e-32	125.53	PRK10662	PRK10662	 - 	cl21491
Q#38 - >CMY-16_class_C	non-specific	171868	46	277	2.84442e-06	49.0843	PRK13128	PRK13128	C	cl31632
Q#38 - >CMY-16_class_C	superfamily	171868	46	277	2.84442e-06	49.0843	cl31632	PRK13128 superfamily	C	 - 
Q#38 - >CMY-16_class_C	non-specific	179620	2	368	8.0123e-06	47.4774	PRK03642	PRK03642	 - 	cl21491
Q#39 - >CMY-17_class_C	specific	236894	1	381	0	635.008	PRK11289	ampC	 - 	cl21491
Q#39 - >CMY-17_class_C	superfamily	451269	1	381	0	635.008	cl21491	Transpeptidase superfamily	 - 	 - 
Q#39 - >CMY-17_class_C	specific	395092	32	381	7.67737e-99	296.722	pfam00144	Beta-lactamase	 - 	cl21491
Q#39 - >CMY-17_class_C	specific	224594	2	377	7.25571e-62	203.688	COG1680	AmpC	 - 	cl43486
Q#39 - >CMY-17_class_C	superfamily	224594	2	377	7.25571e-62	203.688	cl43486	AmpC superfamily	 - 	 - 
Q#39 - >CMY-17_class_C	non-specific	236732	1	363	4.77152e-31	121.293	PRK10662	PRK10662	 - 	cl21491
Q#39 - >CMY-17_class_C	non-specific	171868	46	277	3.18887e-06	49.0843	PRK13128	PRK13128	C	cl31632
Q#39 - >CMY-17_class_C	superfamily	171868	46	277	3.18887e-06	49.0843	cl31632	PRK13128 superfamily	C	 - 
Q#39 - >CMY-17_class_C	non-specific	179620	2	368	4.79714e-05	45.1662	PRK03642	PRK03642	 - 	cl21491
Q#40 - >CMY-18_class_C	specific	236894	1	383	0	632.697	PRK11289	ampC	 - 	cl21491
Q#40 - >CMY-18_class_C	superfamily	451269	1	383	0	632.697	cl21491	Transpeptidase superfamily	 - 	 - 
Q#40 - >CMY-18_class_C	specific	395092	32	383	1.87503e-98	295.566	pfam00144	Beta-lactamase	 - 	cl21491
Q#40 - >CMY-18_class_C	specific	224594	2	379	1.51965e-61	202.918	COG1680	AmpC	 - 	cl43486
Q#40 - >CMY-18_class_C	superfamily	224594	2	379	1.51965e-61	202.918	cl43486	AmpC superfamily	 - 	 - 
Q#40 - >CMY-18_class_C	non-specific	236732	1	365	5.05275e-31	121.293	PRK10662	PRK10662	 - 	cl21491
Q#40 - >CMY-18_class_C	non-specific	171868	46	356	3.83986e-06	48.6991	PRK13128	PRK13128	C	cl31632
Q#40 - >CMY-18_class_C	superfamily	171868	46	356	3.83986e-06	48.6991	cl31632	PRK13128 superfamily	C	 - 
Q#40 - >CMY-18_class_C	non-specific	179620	2	370	3.31485e-05	45.5514	PRK03642	PRK03642	 - 	cl21491
Q#41 - >CMY-19_class_C	specific	236894	5	381	0	608.044	PRK11289	ampC	 - 	cl21491
Q#41 - >CMY-19_class_C	superfamily	451269	5	381	0	608.044	cl21491	Transpeptidase superfamily	 - 	 - 
Q#41 - >CMY-19_class_C	specific	395092	36	381	4.49017e-86	263.98	pfam00144	Beta-lactamase	 - 	cl21491
Q#41 - >CMY-19_class_C	specific	224594	4	377	4.41154e-47	164.783	COG1680	AmpC	 - 	cl43486
Q#41 - >CMY-19_class_C	superfamily	224594	4	377	4.41154e-47	164.783	cl43486	AmpC superfamily	 - 	 - 
Q#41 - >CMY-19_class_C	non-specific	236732	11	362	5.55042e-15	75.4543	PRK10662	PRK10662	 - 	cl21491
Q#41 - >CMY-19_class_C	non-specific	179620	50	362	2.9684e-06	49.0182	PRK03642	PRK03642	 - 	cl21491
Q#42 - >CMY-20_class_C	specific	236894	1	380	0	635.779	PRK11289	ampC	 - 	cl21491
Q#42 - >CMY-20_class_C	superfamily	451269	1	380	0	635.779	cl21491	Transpeptidase superfamily	 - 	 - 
Q#42 - >CMY-20_class_C	specific	395092	31	380	4.75458e-99	297.107	pfam00144	Beta-lactamase	 - 	cl21491
Q#42 - >CMY-20_class_C	specific	224594	1	376	1.80181e-62	205.229	COG1680	AmpC	 - 	cl43486
Q#42 - >CMY-20_class_C	superfamily	224594	1	376	1.80181e-62	205.229	cl43486	AmpC superfamily	 - 	 - 
Q#42 - >CMY-20_class_C	non-specific	236732	1	362	1.98302e-29	117.056	PRK10662	PRK10662	 - 	cl21491
Q#42 - >CMY-20_class_C	non-specific	171868	45	276	2.85509e-06	49.0843	PRK13128	PRK13128	C	cl31632
Q#42 - >CMY-20_class_C	superfamily	171868	45	276	2.85509e-06	49.0843	cl31632	PRK13128 superfamily	C	 - 
Q#42 - >CMY-20_class_C	non-specific	179620	1	367	4.77528e-05	45.1662	PRK03642	PRK03642	 - 	cl21491
Q#43 - >CMY-21_class_C	specific	236894	1	381	0	634.238	PRK11289	ampC	 - 	cl21491
Q#43 - >CMY-21_class_C	superfamily	451269	1	381	0	634.238	cl21491	Transpeptidase superfamily	 - 	 - 
Q#43 - >CMY-21_class_C	specific	395092	32	381	5.48274e-99	297.107	pfam00144	Beta-lactamase	 - 	cl21491
Q#43 - >CMY-21_class_C	specific	224594	2	377	2.24713e-62	204.844	COG1680	AmpC	 - 	cl43486
Q#43 - >CMY-21_class_C	superfamily	224594	2	377	2.24713e-62	204.844	cl43486	AmpC superfamily	 - 	 - 
Q#43 - >CMY-21_class_C	non-specific	236732	1	363	6.91474e-32	123.604	PRK10662	PRK10662	 - 	cl21491
Q#43 - >CMY-21_class_C	non-specific	171868	46	277	5.68118e-07	51.3955	PRK13128	PRK13128	C	cl31632
Q#43 - >CMY-21_class_C	superfamily	171868	46	277	5.68118e-07	51.3955	cl31632	PRK13128 superfamily	C	 - 
Q#43 - >CMY-21_class_C	non-specific	179620	2	368	7.78545e-05	44.3958	PRK03642	PRK03642	 - 	cl21491
Q#44 - >CMY-22_class_C	specific	236894	1	381	0	631.927	PRK11289	ampC	 - 	cl21491
Q#44 - >CMY-22_class_C	superfamily	451269	1	381	0	631.927	cl21491	Transpeptidase superfamily	 - 	 - 
Q#44 - >CMY-22_class_C	specific	395092	32	381	1.65987e-98	295.566	pfam00144	Beta-lactamase	 - 	cl21491
Q#44 - >CMY-22_class_C	specific	224594	2	377	1.06472e-61	203.303	COG1680	AmpC	 - 	cl43486
Q#44 - >CMY-22_class_C	superfamily	224594	2	377	1.06472e-61	203.303	cl43486	AmpC superfamily	 - 	 - 
Q#44 - >CMY-22_class_C	non-specific	236732	1	363	2.90862e-31	122.063	PRK10662	PRK10662	 - 	cl21491
Q#44 - >CMY-22_class_C	non-specific	171868	46	277	2.94625e-06	49.0843	PRK13128	PRK13128	C	cl31632
Q#44 - >CMY-22_class_C	superfamily	171868	46	277	2.94625e-06	49.0843	cl31632	PRK13128 superfamily	C	 - 
Q#44 - >CMY-22_class_C	non-specific	179620	2	368	5.37899e-05	44.781	PRK03642	PRK03642	 - 	cl21491
Q#45 - >CMY-23_class_C	specific	236894	1	381	0	631.927	PRK11289	ampC	 - 	cl21491
Q#45 - >CMY-23_class_C	superfamily	451269	1	381	0	631.927	cl21491	Transpeptidase superfamily	 - 	 - 
Q#45 - >CMY-23_class_C	specific	395092	32	381	1.33583e-98	295.951	pfam00144	Beta-lactamase	 - 	cl21491
Q#45 - >CMY-23_class_C	specific	224594	2	377	1.23594e-61	202.918	COG1680	AmpC	 - 	cl43486
Q#45 - >CMY-23_class_C	superfamily	224594	2	377	1.23594e-61	202.918	cl43486	AmpC superfamily	 - 	 - 
Q#45 - >CMY-23_class_C	non-specific	236732	1	363	2.43428e-32	125.145	PRK10662	PRK10662	 - 	cl21491
Q#45 - >CMY-23_class_C	non-specific	171868	46	277	4.21031e-07	51.7807	PRK13128	PRK13128	C	cl31632
Q#45 - >CMY-23_class_C	superfamily	171868	46	277	4.21031e-07	51.7807	cl31632	PRK13128 superfamily	C	 - 
Q#45 - >CMY-23_class_C	non-specific	179620	2	368	7.25607e-05	44.3958	PRK03642	PRK03642	 - 	cl21491
Q#46 - >CMY-24_class_C	specific	236894	1	381	0	633.853	PRK11289	ampC	 - 	cl21491
Q#46 - >CMY-24_class_C	superfamily	451269	1	381	0	633.853	cl21491	Transpeptidase superfamily	 - 	 - 
Q#46 - >CMY-24_class_C	specific	395092	32	381	1.83029e-98	295.566	pfam00144	Beta-lactamase	 - 	cl21491
Q#46 - >CMY-24_class_C	specific	224594	2	377	2.15041e-61	202.533	COG1680	AmpC	 - 	cl43486
Q#46 - >CMY-24_class_C	superfamily	224594	2	377	2.15041e-61	202.533	cl43486	AmpC superfamily	 - 	 - 
Q#46 - >CMY-24_class_C	non-specific	236732	1	363	1.46246e-31	122.834	PRK10662	PRK10662	 - 	cl21491
Q#46 - >CMY-24_class_C	non-specific	171868	46	277	4.22483e-06	48.6991	PRK13128	PRK13128	C	cl31632
Q#46 - >CMY-24_class_C	superfamily	171868	46	277	4.22483e-06	48.6991	cl31632	PRK13128 superfamily	C	 - 
Q#46 - >CMY-24_class_C	non-specific	179620	2	368	1.49893e-05	46.707	PRK03642	PRK03642	 - 	cl21491
Q#47 - >CMY-25_class_C	specific	236894	1	381	0	636.164	PRK11289	ampC	 - 	cl21491
Q#47 - >CMY-25_class_C	superfamily	451269	1	381	0	636.164	cl21491	Transpeptidase superfamily	 - 	 - 
Q#47 - >CMY-25_class_C	specific	395092	32	381	8.55811e-99	296.337	pfam00144	Beta-lactamase	 - 	cl21491
Q#47 - >CMY-25_class_C	specific	224594	2	377	3.26303e-62	204.459	COG1680	AmpC	 - 	cl43486
Q#47 - >CMY-25_class_C	superfamily	224594	2	377	3.26303e-62	204.459	cl43486	AmpC superfamily	 - 	 - 
Q#47 - >CMY-25_class_C	non-specific	236732	1	363	2.10159e-30	119.752	PRK10662	PRK10662	 - 	cl21491
Q#47 - >CMY-25_class_C	non-specific	171868	46	277	4.7362e-06	48.3139	PRK13128	PRK13128	C	cl31632
Q#47 - >CMY-25_class_C	superfamily	171868	46	277	4.7362e-06	48.3139	cl31632	PRK13128 superfamily	C	 - 
Q#47 - >CMY-25_class_C	non-specific	179620	2	368	3.95211e-05	45.1662	PRK03642	PRK03642	 - 	cl21491
Q#48 - >CMY-26_class_C	specific	236894	1	381	0	634.623	PRK11289	ampC	 - 	cl21491
Q#48 - >CMY-26_class_C	superfamily	451269	1	381	0	634.623	cl21491	Transpeptidase superfamily	 - 	 - 
Q#48 - >CMY-26_class_C	specific	395092	32	381	3.25439e-98	294.796	pfam00144	Beta-lactamase	 - 	cl21491
Q#48 - >CMY-26_class_C	specific	224594	2	377	3.16036e-62	204.459	COG1680	AmpC	 - 	cl43486
Q#48 - >CMY-26_class_C	superfamily	224594	2	377	3.16036e-62	204.459	cl43486	AmpC superfamily	 - 	 - 
Q#48 - >CMY-26_class_C	non-specific	236732	1	363	4.20887e-32	124.375	PRK10662	PRK10662	 - 	cl21491
Q#48 - >CMY-26_class_C	non-specific	171868	46	277	1.35504e-08	56.4031	PRK13128	PRK13128	C	cl31632
Q#48 - >CMY-26_class_C	superfamily	171868	46	277	1.35504e-08	56.4031	cl31632	PRK13128 superfamily	C	 - 
Q#48 - >CMY-26_class_C	non-specific	179620	2	368	4.25581e-07	51.3294	PRK03642	PRK03642	 - 	cl21491
Q#49 - >CMY-27_class_C	specific	236894	1	381	0	631.542	PRK11289	ampC	 - 	cl21491
Q#49 - >CMY-27_class_C	superfamily	451269	1	381	0	631.542	cl21491	Transpeptidase superfamily	 - 	 - 
Q#49 - >CMY-27_class_C	specific	395092	32	381	6.52045e-98	294.025	pfam00144	Beta-lactamase	 - 	cl21491
Q#49 - >CMY-27_class_C	specific	224594	2	377	1.71946e-61	202.533	COG1680	AmpC	 - 	cl43486
Q#49 - >CMY-27_class_C	superfamily	224594	2	377	1.71946e-61	202.533	cl43486	AmpC superfamily	 - 	 - 
Q#49 - >CMY-27_class_C	non-specific	236732	1	363	1.88322e-31	122.449	PRK10662	PRK10662	 - 	cl21491
Q#49 - >CMY-27_class_C	non-specific	171868	46	277	1.64869e-06	49.8547	PRK13128	PRK13128	C	cl31632
Q#49 - >CMY-27_class_C	superfamily	171868	46	277	1.64869e-06	49.8547	cl31632	PRK13128 superfamily	C	 - 
Q#49 - >CMY-27_class_C	non-specific	179620	2	368	1.85219e-05	46.3218	PRK03642	PRK03642	 - 	cl21491
Q#50 - >CMY-28_class_C	specific	236894	1	381	0	635.394	PRK11289	ampC	 - 	cl21491
Q#50 - >CMY-28_class_C	superfamily	451269	1	381	0	635.394	cl21491	Transpeptidase superfamily	 - 	 - 
Q#50 - >CMY-28_class_C	specific	395092	32	381	2.95216e-99	297.492	pfam00144	Beta-lactamase	 - 	cl21491
Q#50 - >CMY-28_class_C	specific	224594	2	377	2.81078e-62	204.844	COG1680	AmpC	 - 	cl43486
Q#50 - >CMY-28_class_C	superfamily	224594	2	377	2.81078e-62	204.844	cl43486	AmpC superfamily	 - 	 - 
Q#50 - >CMY-28_class_C	non-specific	236732	1	363	6.98513e-32	123.604	PRK10662	PRK10662	 - 	cl21491
Q#50 - >CMY-28_class_C	non-specific	171868	46	277	5.68118e-07	51.3955	PRK13128	PRK13128	C	cl31632
Q#50 - >CMY-28_class_C	superfamily	171868	46	277	5.68118e-07	51.3955	cl31632	PRK13128 superfamily	C	 - 
Q#50 - >CMY-28_class_C	non-specific	179620	2	368	0.000142874	43.6254	PRK03642	PRK03642	 - 	cl21491
Q#51 - >CMY-29_class_C	specific	236894	1	381	0	637.32	PRK11289	ampC	 - 	cl21491
Q#51 - >CMY-29_class_C	superfamily	451269	1	381	0	637.32	cl21491	Transpeptidase superfamily	 - 	 - 
Q#51 - >CMY-29_class_C	specific	395092	32	381	1.07509e-99	298.648	pfam00144	Beta-lactamase	 - 	cl21491
Q#51 - >CMY-29_class_C	specific	224594	2	377	3.19422e-62	204.459	COG1680	AmpC	 - 	cl43486
Q#51 - >CMY-29_class_C	superfamily	224594	2	377	3.19422e-62	204.459	cl43486	AmpC superfamily	 - 	 - 
Q#51 - >CMY-29_class_C	non-specific	236732	1	363	1.18251e-31	123.219	PRK10662	PRK10662	 - 	cl21491
Q#51 - >CMY-29_class_C	non-specific	171868	46	277	1.18003e-06	50.2399	PRK13128	PRK13128	C	cl31632
Q#51 - >CMY-29_class_C	superfamily	171868	46	277	1.18003e-06	50.2399	cl31632	PRK13128 superfamily	C	 - 
Q#51 - >CMY-29_class_C	non-specific	179620	2	368	1.03488e-05	47.0922	PRK03642	PRK03642	 - 	cl21491
Q#52 - >CMY-30_class_C	specific	236894	1	381	0	632.697	PRK11289	ampC	 - 	cl21491
Q#52 - >CMY-30_class_C	superfamily	451269	1	381	0	632.697	cl21491	Transpeptidase superfamily	 - 	 - 
Q#52 - >CMY-30_class_C	specific	395092	32	381	2.56282e-98	295.181	pfam00144	Beta-lactamase	 - 	cl21491
Q#52 - >CMY-30_class_C	specific	224594	2	377	2.24399e-61	202.147	COG1680	AmpC	 - 	cl43486
Q#52 - >CMY-30_class_C	superfamily	224594	2	377	2.24399e-61	202.147	cl43486	AmpC superfamily	 - 	 - 
Q#52 - >CMY-30_class_C	non-specific	236732	1	363	2.82176e-31	122.063	PRK10662	PRK10662	 - 	cl21491
Q#52 - >CMY-30_class_C	non-specific	171868	46	277	8.5948e-07	50.6251	PRK13128	PRK13128	C	cl31632
Q#52 - >CMY-30_class_C	superfamily	171868	46	277	8.5948e-07	50.6251	cl31632	PRK13128 superfamily	C	 - 
Q#52 - >CMY-30_class_C	non-specific	179620	2	368	2.47754e-05	45.9366	PRK03642	PRK03642	 - 	cl21491
Q#53 - >CMY-31_class_C	specific	236894	1	381	0	635.008	PRK11289	ampC	 - 	cl21491
Q#53 - >CMY-31_class_C	superfamily	451269	1	381	0	635.008	cl21491	Transpeptidase superfamily	 - 	 - 
Q#53 - >CMY-31_class_C	specific	395092	32	381	1.71484e-98	295.566	pfam00144	Beta-lactamase	 - 	cl21491
Q#53 - >CMY-31_class_C	specific	224594	2	377	6.25034e-62	203.688	COG1680	AmpC	 - 	cl43486
Q#53 - >CMY-31_class_C	superfamily	224594	2	377	6.25034e-62	203.688	cl43486	AmpC superfamily	 - 	 - 
