Query	Hit type	PSSM-ID	From	To	E-Value	Bitscore	Accession	Short name	Incomplete	Superfamily
Q#35 - >OXA-43_class_D	superfamily	274573	51	149	0.000181314	42.5101	cl37268	pbp2_mrdA superfamily	NC	 - 
Q#36 - >OXA-45_class_D	non-specific	225322	11	262	9.88944e-81	243.427	COG2602	YbxI	 - 	cl43695
Q#36 - >OXA-45_class_D	superfamily	225322	11	262	9.88944e-81	243.427	cl43695	YbxI superfamily	 - 	 - 
Q#36 - >OXA-45_class_D	specific	425939	28	259	1.22555e-37	134.081	pfam00905	Transpeptidase	 - 	cl21491
Q#36 - >OXA-45_class_D	superfamily	451269	28	259	1.22555e-37	134.081	cl21491	Transpeptidase superfamily	 - 	 - 
Q#37 - >OXA-46_class_D	non-specific	225322	39	265	1.21843e-94	278.865	COG2602	YbxI	 - 	cl43695
Q#37 - >OXA-46_class_D	superfamily	225322	39	265	1.21843e-94	278.865	cl43695	YbxI superfamily	 - 	 - 
Q#37 - >OXA-46_class_D	specific	425939	42	257	1.59396e-48	162.2	pfam00905	Transpeptidase	 - 	cl21491
Q#37 - >OXA-46_class_D	superfamily	451269	42	257	1.59396e-48	162.2	cl21491	Transpeptidase superfamily	 - 	 - 
Q#37 - >OXA-46_class_D	non-specific	274573	68	147	0.000310542	41.7397	TIGR03423	pbp2_mrdA	NC	cl37268
Q#37 - >OXA-46_class_D	superfamily	274573	68	147	0.000310542	41.7397	cl37268	pbp2_mrdA superfamily	NC	 - 
Q#38 - >OXA-47_class_D	non-specific	225322	29	265	4.00082e-59	188.729	COG2602	YbxI	 - 	cl43695
Q#38 - >OXA-47_class_D	superfamily	225322	29	265	4.00082e-59	188.729	cl43695	YbxI superfamily	 - 	 - 
Q#38 - >OXA-47_class_D	specific	425939	42	249	2.93067e-42	146.407	pfam00905	Transpeptidase	 - 	cl21491
Q#38 - >OXA-47_class_D	superfamily	451269	42	249	2.93067e-42	146.407	cl21491	Transpeptidase superfamily	 - 	 - 
Q#39 - >OXA-48_class_D	non-specific	225322	41	265	3.73395e-82	246.894	COG2602	YbxI	 - 	cl43695
Q#39 - >OXA-48_class_D	superfamily	225322	41	265	3.73395e-82	246.894	cl43695	YbxI superfamily	 - 	 - 
Q#39 - >OXA-48_class_D	specific	425939	48	259	5.18313e-42	145.252	pfam00905	Transpeptidase	 - 	cl21491
Q#39 - >OXA-48_class_D	superfamily	451269	48	259	5.18313e-42	145.252	cl21491	Transpeptidase superfamily	 - 	 - 
Q#39 - >OXA-48_class_D	non-specific	274573	35	151	9.07097e-06	46.3621	TIGR03423	pbp2_mrdA	NC	cl37268
Q#39 - >OXA-48_class_D	superfamily	274573	35	151	9.07097e-06	46.3621	cl37268	pbp2_mrdA superfamily	NC	 - 
Q#40 - >OXA-49_class_D	non-specific	225322	30	274	4.42581e-66	206.448	COG2602	YbxI	 - 	cl43695
Q#40 - >OXA-49_class_D	superfamily	225322	30	274	4.42581e-66	206.448	cl43695	YbxI superfamily	 - 	 - 
Q#40 - >OXA-49_class_D	non-specific	425939	48	250	1.29249e-33	123.681	pfam00905	Transpeptidase	 - 	cl21491
Q#40 - >OXA-49_class_D	superfamily	451269	48	250	1.29249e-33	123.681	cl21491	Transpeptidase superfamily	 - 	 - 
Q#40 - >OXA-49_class_D	non-specific	274573	75	185	1.07927e-07	52.5253	TIGR03423	pbp2_mrdA	NC	cl37268
Q#40 - >OXA-49_class_D	superfamily	274573	75	185	1.07927e-07	52.5253	cl37268	pbp2_mrdA superfamily	NC	 - 
Q#41 - >OXA-50_class_D	specific	225322	14	262	8.3827e-123	349.742	COG2602	YbxI	 - 	cl43695
Q#41 - >OXA-50_class_D	superfamily	225322	14	262	8.3827e-123	349.742	cl43695	YbxI superfamily	 - 	 - 
Q#41 - >OXA-50_class_D	non-specific	425939	38	256	1.16635e-33	123.295	pfam00905	Transpeptidase	 - 	cl21491
Q#41 - >OXA-50_class_D	superfamily	451269	38	256	1.16635e-33	123.295	cl21491	Transpeptidase superfamily	 - 	 - 
Q#41 - >OXA-50_class_D	non-specific	274573	64	141	7.01466e-07	49.8289	TIGR03423	pbp2_mrdA	NC	cl37268
Q#41 - >OXA-50_class_D	superfamily	274573	64	141	7.01466e-07	49.8289	cl37268	pbp2_mrdA superfamily	NC	 - 
Q#41 - >OXA-50_class_D	non-specific	433139	48	232	5.15506e-05	43.0155	pfam13354	Beta-lactamase2	 - 	cl21491
Q#42 - >OXA-51_class_D	non-specific	225322	52	274	8.83653e-65	202.981	COG2602	YbxI	 - 	cl43695
Q#42 - >OXA-51_class_D	superfamily	225322	52	274	8.83653e-65	202.981	cl43695	YbxI superfamily	 - 	 - 
Q#42 - >OXA-51_class_D	non-specific	425939	50	269	1.70488e-29	112.895	pfam00905	Transpeptidase	 - 	cl21491
Q#42 - >OXA-51_class_D	superfamily	451269	50	269	1.70488e-29	112.895	cl21491	Transpeptidase superfamily	 - 	 - 
Q#42 - >OXA-51_class_D	non-specific	274573	76	154	8.5985e-07	49.8289	TIGR03423	pbp2_mrdA	NC	cl37268
Q#42 - >OXA-51_class_D	superfamily	274573	76	154	8.5985e-07	49.8289	cl37268	pbp2_mrdA superfamily	NC	 - 
Q#43 - >OXA-53_class_D	non-specific	225322	20	265	3.83849e-97	285.414	COG2602	YbxI	 - 	cl43695
Q#43 - >OXA-53_class_D	superfamily	225322	20	265	3.83849e-97	285.414	cl43695	YbxI superfamily	 - 	 - 
Q#43 - >OXA-53_class_D	specific	425939	66	257	9.74587e-49	163.356	pfam00905	Transpeptidase	 - 	cl21491
Q#43 - >OXA-53_class_D	superfamily	451269	66	257	9.74587e-49	163.356	cl21491	Transpeptidase superfamily	 - 	 - 
Q#43 - >OXA-53_class_D	non-specific	274573	68	147	1.20758e-05	46.3621	TIGR03423	pbp2_mrdA	NC	cl37268
Q#43 - >OXA-53_class_D	superfamily	274573	68	147	1.20758e-05	46.3621	cl37268	pbp2_mrdA superfamily	NC	 - 
Q#44 - >OXA-54_class_D	non-specific	225322	40	265	3.82756e-83	249.59	COG2602	YbxI	 - 	cl43695
Q#44 - >OXA-54_class_D	superfamily	225322	40	265	3.82756e-83	249.59	cl43695	YbxI superfamily	 - 	 - 
Q#44 - >OXA-54_class_D	specific	425939	48	259	8.27897e-43	147.563	pfam00905	Transpeptidase	 - 	cl21491
Q#44 - >OXA-54_class_D	superfamily	451269	48	259	8.27897e-43	147.563	cl21491	Transpeptidase superfamily	 - 	 - 
Q#44 - >OXA-54_class_D	non-specific	274573	47	151	1.38621e-05	45.9769	TIGR03423	pbp2_mrdA	NC	cl37268
Q#44 - >OXA-54_class_D	superfamily	274573	47	151	1.38621e-05	45.9769	cl37268	pbp2_mrdA superfamily	NC	 - 
Q#45 - >OXA-55_class_D	non-specific	225322	42	289	9.82151e-81	244.197	COG2602	YbxI	 - 	cl43695
Q#45 - >OXA-55_class_D	superfamily	225322	42	289	9.82151e-81	244.197	cl43695	YbxI superfamily	 - 	 - 
Q#45 - >OXA-55_class_D	specific	425939	66	283	9.57935e-37	132.54	pfam00905	Transpeptidase	 - 	cl21491
Q#45 - >OXA-55_class_D	superfamily	451269	66	283	9.57935e-37	132.54	cl21491	Transpeptidase superfamily	 - 	 - 
Q#45 - >OXA-55_class_D	non-specific	274573	79	177	3.10836e-05	45.2065	TIGR03423	pbp2_mrdA	NC	cl37268
Q#45 - >OXA-55_class_D	superfamily	274573	79	177	3.10836e-05	45.2065	cl37268	pbp2_mrdA superfamily	NC	 - 
Q#46 - >OXA-56_class_D	non-specific	225322	13	264	2.10724e-71	219.545	COG2602	YbxI	 - 	cl43695
Q#46 - >OXA-56_class_D	superfamily	225322	13	264	2.10724e-71	219.545	cl43695	YbxI superfamily	 - 	 - 
Q#46 - >OXA-56_class_D	non-specific	425939	59	240	8.01632e-30	113.28	pfam00905	Transpeptidase	 - 	cl21491
Q#46 - >OXA-56_class_D	superfamily	451269	59	240	8.01632e-30	113.28	cl21491	Transpeptidase superfamily	 - 	 - 
Q#46 - >OXA-56_class_D	non-specific	274573	63	151	3.04323e-06	47.9029	TIGR03423	pbp2_mrdA	NC	cl37268
Q#46 - >OXA-56_class_D	superfamily	274573	63	151	3.04323e-06	47.9029	cl37268	pbp2_mrdA superfamily	NC	 - 
Q#46 - >OXA-56_class_D	non-specific	236761	63	151	2.10671e-05	45.5297	PRK10795	PRK10795	NC	cl35950
Q#46 - >OXA-56_class_D	superfamily	236761	63	151	2.10671e-05	45.5297	cl35950	PRK10795 superfamily	NC	 - 
Q#47 - >OXA-57_class_D	non-specific	225322	27	267	1.58726e-80	243.042	COG2602	YbxI	 - 	cl43695
Q#47 - >OXA-57_class_D	superfamily	225322	27	267	1.58726e-80	243.042	cl43695	YbxI superfamily	 - 	 - 
Q#47 - >OXA-57_class_D	specific	425939	26	262	2.33427e-42	146.407	pfam00905	Transpeptidase	 - 	cl21491
Q#47 - >OXA-57_class_D	superfamily	451269	26	262	2.33427e-42	146.407	cl21491	Transpeptidase superfamily	 - 	 - 
Q#47 - >OXA-57_class_D	non-specific	274573	51	149	5.39675e-06	47.1325	TIGR03423	pbp2_mrdA	NC	cl37268
Q#47 - >OXA-57_class_D	superfamily	274573	51	149	5.39675e-06	47.1325	cl37268	pbp2_mrdA superfamily	NC	 - 
Q#48 - >OXA-58_class_D	non-specific	225322	40	276	8.87612e-73	223.782	COG2602	YbxI	 - 	cl43695
Q#48 - >OXA-58_class_D	superfamily	225322	40	276	8.87612e-73	223.782	cl43695	YbxI superfamily	 - 	 - 
Q#48 - >OXA-58_class_D	non-specific	425939	59	272	1.54517e-34	126.377	pfam00905	Transpeptidase	 - 	cl21491
Q#48 - >OXA-58_class_D	superfamily	451269	59	272	1.54517e-34	126.377	cl21491	Transpeptidase superfamily	 - 	 - 
Q#48 - >OXA-58_class_D	non-specific	274573	72	157	0.00367039	38.6581	TIGR03423	pbp2_mrdA	NC	cl37268
Q#48 - >OXA-58_class_D	superfamily	274573	72	157	0.00367039	38.6581	cl37268	pbp2_mrdA superfamily	NC	 - 
Q#49 - >OXA-59_class_D	non-specific	225322	27	267	5.05714e-81	244.197	COG2602	YbxI	 - 	cl43695
Q#49 - >OXA-59_class_D	superfamily	225322	27	267	5.05714e-81	244.197	cl43695	YbxI superfamily	 - 	 - 
Q#49 - >OXA-59_class_D	specific	425939	26	262	7.30148e-43	147.563	pfam00905	Transpeptidase	 - 	cl21491
Q#49 - >OXA-59_class_D	superfamily	451269	26	262	7.30148e-43	147.563	cl21491	Transpeptidase superfamily	 - 	 - 
Q#49 - >OXA-59_class_D	non-specific	274573	51	149	5.39675e-06	47.1325	TIGR03423	pbp2_mrdA	NC	cl37268
Q#49 - >OXA-59_class_D	superfamily	274573	51	149	5.39675e-06	47.1325	cl37268	pbp2_mrdA superfamily	NC	 - 
Q#50 - >OXA-60_class_D	non-specific	225322	18	270	4.39493e-76	231.871	COG2602	YbxI	 - 	cl43695
Q#50 - >OXA-60_class_D	superfamily	225322	18	270	4.39493e-76	231.871	cl43695	YbxI superfamily	 - 	 - 
Q#50 - >OXA-60_class_D	non-specific	425939	72	263	5.1258e-30	114.051	pfam00905	Transpeptidase	 - 	cl21491
Q#50 - >OXA-60_class_D	superfamily	451269	72	263	5.1258e-30	114.051	cl21491	Transpeptidase superfamily	 - 	 - 
Q#50 - >OXA-60_class_D	non-specific	274573	72	151	0.00179568	39.4285	TIGR03423	pbp2_mrdA	NC	cl37268
Q#50 - >OXA-60_class_D	superfamily	274573	72	151	0.00179568	39.4285	cl37268	pbp2_mrdA superfamily	NC	 - 
Q#51 - >OXA-61_class_D	non-specific	225322	1	254	9.41584e-103	298.896	COG2602	YbxI	 - 	cl43695
Q#51 - >OXA-61_class_D	superfamily	225322	1	254	9.41584e-103	298.896	cl43695	YbxI superfamily	 - 	 - 
Q#51 - >OXA-61_class_D	non-specific	425939	37	247	9.94506e-27	104.806	pfam00905	Transpeptidase	 - 	cl21491
Q#51 - >OXA-61_class_D	superfamily	451269	37	247	9.94506e-27	104.806	cl21491	Transpeptidase superfamily	 - 	 - 
Q#51 - >OXA-61_class_D	non-specific	274573	35	134	9.05427e-09	55.6069	TIGR03423	pbp2_mrdA	NC	cl37268
Q#51 - >OXA-61_class_D	superfamily	274573	35	134	9.05427e-09	55.6069	cl37268	pbp2_mrdA superfamily	NC	 - 
Q#51 - >OXA-61_class_D	non-specific	236761	54	134	0.000566689	40.9074	PRK10795	PRK10795	NC	cl35950
Q#51 - >OXA-61_class_D	superfamily	236761	54	134	0.000566689	40.9074	cl35950	PRK10795 superfamily	NC	 - 
Q#52 - >OXA-62_class_D	non-specific	225322	40	285	1.1037e-87	261.917	COG2602	YbxI	 - 	cl43695
Q#52 - >OXA-62_class_D	superfamily	225322	40	285	1.1037e-87	261.917	cl43695	YbxI superfamily	 - 	 - 
Q#52 - >OXA-62_class_D	non-specific	425939	63	280	6.74027e-33	122.14	pfam00905	Transpeptidase	 - 	cl21491
Q#52 - >OXA-62_class_D	superfamily	451269	63	280	6.74027e-33	122.14	cl21491	Transpeptidase superfamily	 - 	 - 
Q#52 - >OXA-62_class_D	non-specific	274573	59	169	0.000358672	41.7397	TIGR03423	pbp2_mrdA	NC	cl37268
Q#52 - >OXA-62_class_D	superfamily	274573	59	169	0.000358672	41.7397	cl37268	pbp2_mrdA superfamily	NC	 - 
Q#53 - >OXA-63_class_D	non-specific	225322	40	267	5.30839e-78	236.493	COG2602	YbxI	 - 	cl43695
Q#53 - >OXA-63_class_D	superfamily	225322	40	267	5.30839e-78	236.493	cl43695	YbxI superfamily	 - 	 - 
Q#53 - >OXA-63_class_D	non-specific	425939	46	262	1.43649e-29	112.895	pfam00905	Transpeptidase	 - 	cl21491
Q#53 - >OXA-63_class_D	superfamily	451269	46	262	1.43649e-29	112.895	cl21491	Transpeptidase superfamily	 - 	 - 
Q#53 - >OXA-63_class_D	non-specific	274573	61	148	5.21349e-05	44.0509	TIGR03423	pbp2_mrdA	NC	cl37268
Q#53 - >OXA-63_class_D	superfamily	274573	61	148	5.21349e-05	44.0509	cl37268	pbp2_mrdA superfamily	NC	 - 
Q#54 - >OXA-64_class_D	non-specific	225322	43	274	5.08223e-65	203.751	COG2602	YbxI	 - 	cl43695
Q#54 - >OXA-64_class_D	superfamily	225322	43	274	5.08223e-65	203.751	cl43695	YbxI superfamily	 - 	 - 
Q#54 - >OXA-64_class_D	non-specific	425939	47	269	1.17143e-29	113.28	pfam00905	Transpeptidase	 - 	cl21491
Q#54 - >OXA-64_class_D	superfamily	451269	47	269	1.17143e-29	113.28	cl21491	Transpeptidase superfamily	 - 	 - 
Q#54 - >OXA-64_class_D	non-specific	274573	76	154	8.5985e-07	49.8289	TIGR03423	pbp2_mrdA	NC	cl37268
Q#54 - >OXA-64_class_D	superfamily	274573	76	154	8.5985e-07	49.8289	cl37268	pbp2_mrdA superfamily	NC	 - 
Q#55 - >OXA-65_class_D	non-specific	225322	43	274	6.12852e-66	206.063	COG2602	YbxI	 - 	cl43695
Q#55 - >OXA-65_class_D	superfamily	225322	43	274	6.12852e-66	206.063	cl43695	YbxI superfamily	 - 	 - 
Q#55 - >OXA-65_class_D	non-specific	425939	47	269	4.62924e-30	114.436	pfam00905	Transpeptidase	 - 	cl21491
Q#55 - >OXA-65_class_D	superfamily	451269	47	269	4.62924e-30	114.436	cl21491	Transpeptidase superfamily	 - 	 - 
Q#55 - >OXA-65_class_D	non-specific	274573	76	154	2.2307e-07	51.3697	TIGR03423	pbp2_mrdA	NC	cl37268
Q#55 - >OXA-65_class_D	superfamily	274573	76	154	2.2307e-07	51.3697	cl37268	pbp2_mrdA superfamily	NC	 - 
Q#56 - >OXA-66_class_D	non-specific	225322	43	274	5.86824e-66	206.063	COG2602	YbxI	 - 	cl43695
Q#56 - >OXA-66_class_D	superfamily	225322	43	274	5.86824e-66	206.063	cl43695	YbxI superfamily	 - 	 - 
Q#56 - >OXA-66_class_D	non-specific	425939	47	269	5.88501e-30	114.051	pfam00905	Transpeptidase	 - 	cl21491
Q#56 - >OXA-66_class_D	superfamily	451269	47	269	5.88501e-30	114.051	cl21491	Transpeptidase superfamily	 - 	 - 
Q#56 - >OXA-66_class_D	non-specific	274573	76	154	2.2307e-07	51.3697	TIGR03423	pbp2_mrdA	NC	cl37268
Q#56 - >OXA-66_class_D	superfamily	274573	76	154	2.2307e-07	51.3697	cl37268	pbp2_mrdA superfamily	NC	 - 
Q#57 - >OXA-67_class_D	non-specific	225322	43	274	1.60446e-64	202.211	COG2602	YbxI	 - 	cl43695
Q#57 - >OXA-67_class_D	superfamily	225322	43	274	1.60446e-64	202.211	cl43695	YbxI superfamily	 - 	 - 
Q#57 - >OXA-67_class_D	non-specific	425939	47	269	9.40377e-29	110.969	pfam00905	Transpeptidase	 - 	cl21491
Q#57 - >OXA-67_class_D	superfamily	451269	47	269	9.40377e-29	110.969	cl21491	Transpeptidase superfamily	 - 	 - 
Q#57 - >OXA-67_class_D	non-specific	274573	76	154	1.26829e-06	49.0585	TIGR03423	pbp2_mrdA	NC	cl37268
Q#57 - >OXA-67_class_D	superfamily	274573	76	154	1.26829e-06	49.0585	cl37268	pbp2_mrdA superfamily	NC	 - 
Q#58 - >OXA-68_class_D	non-specific	225322	43	274	1.61555e-63	199.9	COG2602	YbxI	 - 	cl43695
Q#58 - >OXA-68_class_D	superfamily	225322	43	274	1.61555e-63	199.9	cl43695	YbxI superfamily	 - 	 - 
Q#58 - >OXA-68_class_D	non-specific	425939	47	269	2.23543e-29	112.51	pfam00905	Transpeptidase	 - 	cl21491
Q#58 - >OXA-68_class_D	superfamily	451269	47	269	2.23543e-29	112.51	cl21491	Transpeptidase superfamily	 - 	 - 
Q#58 - >OXA-68_class_D	non-specific	274573	76	154	4.52279e-07	50.5993	TIGR03423	pbp2_mrdA	NC	cl37268
Q#58 - >OXA-68_class_D	superfamily	274573	76	154	4.52279e-07	50.5993	cl37268	pbp2_mrdA superfamily	NC	 - 
Q#59 - >OXA-69_class_D	non-specific	225322	52	274	1.79394e-65	204.907	COG2602	YbxI	 - 	cl43695
Q#59 - >OXA-69_class_D	superfamily	225322	52	274	1.79394e-65	204.907	cl43695	YbxI superfamily	 - 	 - 
Q#59 - >OXA-69_class_D	non-specific	425939	47	269	2.18933e-29	112.51	pfam00905	Transpeptidase	 - 	cl21491
Q#59 - >OXA-69_class_D	superfamily	451269	47	269	2.18933e-29	112.51	cl21491	Transpeptidase superfamily	 - 	 - 
Q#59 - >OXA-69_class_D	non-specific	274573	76	154	2.03729e-07	51.7549	TIGR03423	pbp2_mrdA	NC	cl37268
Q#59 - >OXA-69_class_D	superfamily	274573	76	154	2.03729e-07	51.7549	cl37268	pbp2_mrdA superfamily	NC	 - 
Q#60 - >OXA-70_class_D	non-specific	225322	43	274	9.19372e-64	200.285	COG2602	YbxI	 - 	cl43695
Q#60 - >OXA-70_class_D	superfamily	225322	43	274	9.19372e-64	200.285	cl43695	YbxI superfamily	 - 	 - 
Q#60 - >OXA-70_class_D	non-specific	425939	47	269	3.57216e-29	112.125	pfam00905	Transpeptidase	 - 	cl21491
Q#60 - >OXA-70_class_D	superfamily	451269	47	269	3.57216e-29	112.125	cl21491	Transpeptidase superfamily	 - 	 - 
Q#60 - >OXA-70_class_D	non-specific	274573	76	154	6.15273e-07	50.2141	TIGR03423	pbp2_mrdA	NC	cl37268
Q#60 - >OXA-70_class_D	superfamily	274573	76	154	6.15273e-07	50.2141	cl37268	pbp2_mrdA superfamily	NC	 - 
Q#61 - >OXA-71_class_D	non-specific	225322	43	274	1.50809e-65	204.907	COG2602	YbxI	 - 	cl43695
Q#61 - >OXA-71_class_D	superfamily	225322	43	274	1.50809e-65	204.907	cl43695	YbxI superfamily	 - 	 - 
Q#61 - >OXA-71_class_D	non-specific	425939	47	269	1.24705e-29	113.28	pfam00905	Transpeptidase	 - 	cl21491
Q#61 - >OXA-71_class_D	superfamily	451269	47	269	1.24705e-29	113.28	cl21491	Transpeptidase superfamily	 - 	 - 
Q#61 - >OXA-71_class_D	non-specific	274573	76	154	3.98422e-07	50.5993	TIGR03423	pbp2_mrdA	NC	cl37268
Q#61 - >OXA-71_class_D	superfamily	274573	76	154	3.98422e-07	50.5993	cl37268	pbp2_mrdA superfamily	NC	 - 
Q#62 - >OXA-72_class_D	non-specific	225322	50	275	9.20141e-59	187.573	COG2602	YbxI	 - 	cl43695
Q#62 - >OXA-72_class_D	superfamily	225322	50	275	9.20141e-59	187.573	cl43695	YbxI superfamily	 - 	 - 
Q#62 - >OXA-72_class_D	specific	425939	58	270	8.533e-36	129.459	pfam00905	Transpeptidase	 - 	cl21491
Q#62 - >OXA-72_class_D	superfamily	451269	58	270	8.533e-36	129.459	cl21491	Transpeptidase superfamily	 - 	 - 
Q#62 - >OXA-72_class_D	non-specific	274573	77	159	6.73054e-06	47.1325	TIGR03423	pbp2_mrdA	NC	cl37268
Q#62 - >OXA-72_class_D	superfamily	274573	77	159	6.73054e-06	47.1325	cl37268	pbp2_mrdA superfamily	NC	 - 
Q#63 - >OXA-73_class_D	non-specific	225322	30	273	6.25479e-66	206.063	COG2602	YbxI	 - 	cl43695
Q#63 - >OXA-73_class_D	superfamily	225322	30	273	6.25479e-66	206.063	cl43695	YbxI superfamily	 - 	 - 
Q#63 - >OXA-73_class_D	non-specific	425939	48	249	3.41285e-34	125.221	pfam00905	Transpeptidase	 - 	cl21491
Q#63 - >OXA-73_class_D	superfamily	451269	48	249	3.41285e-34	125.221	cl21491	Transpeptidase superfamily	 - 	 - 
Q#63 - >OXA-73_class_D	non-specific	274573	75	185	1.96329e-08	54.8365	TIGR03423	pbp2_mrdA	NC	cl37268
Q#63 - >OXA-73_class_D	superfamily	274573	75	185	1.96329e-08	54.8365	cl37268	pbp2_mrdA superfamily	NC	 - 
Q#64 - >OXA-74_class_D	non-specific	225322	13	264	1.25048e-71	220.315	COG2602	YbxI	 - 	cl43695
Q#64 - >OXA-74_class_D	superfamily	225322	13	264	1.25048e-71	220.315	cl43695	YbxI superfamily	 - 	 - 
Q#64 - >OXA-74_class_D	non-specific	425939	59	259	4.65624e-30	114.051	pfam00905	Transpeptidase	 - 	cl21491
Q#64 - >OXA-74_class_D	superfamily	451269	59	259	4.65624e-30	114.051	cl21491	Transpeptidase superfamily	 - 	 - 
Q#64 - >OXA-74_class_D	non-specific	236761	63	151	0.000342691	41.6778	PRK10795	PRK10795	NC	cl35950
Q#64 - >OXA-74_class_D	superfamily	236761	63	151	0.000342691	41.6778	cl35950	PRK10795 superfamily	NC	 - 
Q#65 - >OXA-75_class_D	non-specific	225322	24	274	4.47547e-63	198.744	COG2602	YbxI	 - 	cl43695
Q#65 - >OXA-75_class_D	superfamily	225322	24	274	4.47547e-63	198.744	cl43695	YbxI superfamily	 - 	 - 
Q#65 - >OXA-75_class_D	non-specific	425939	47	269	9.11484e-29	110.969	pfam00905	Transpeptidase	 - 	cl21491
Q#65 - >OXA-75_class_D	superfamily	451269	47	269	9.11484e-29	110.969	cl21491	Transpeptidase superfamily	 - 	 - 
Q#65 - >OXA-75_class_D	non-specific	274573	76	154	4.52279e-07	50.5993	TIGR03423	pbp2_mrdA	NC	cl37268
Q#65 - >OXA-75_class_D	superfamily	274573	76	154	4.52279e-07	50.5993	cl37268	pbp2_mrdA superfamily	NC	 - 
Q#66 - >OXA-76_class_D	non-specific	225322	43	274	2.62904e-66	206.833	COG2602	YbxI	 - 	cl43695
Q#66 - >OXA-76_class_D	superfamily	225322	43	274	2.62904e-66	206.833	cl43695	YbxI superfamily	 - 	 - 
Q#66 - >OXA-76_class_D	non-specific	425939	47	269	6.20017e-30	114.051	pfam00905	Transpeptidase	 - 	cl21491
Q#66 - >OXA-76_class_D	superfamily	451269	47	269	6.20017e-30	114.051	cl21491	Transpeptidase superfamily	 - 	 - 
Q#66 - >OXA-76_class_D	non-specific	274573	76	154	2.2307e-07	51.3697	TIGR03423	pbp2_mrdA	NC	cl37268
Q#66 - >OXA-76_class_D	superfamily	274573	76	154	2.2307e-07	51.3697	cl37268	pbp2_mrdA superfamily	NC	 - 
Q#67 - >OXA-77_class_D	non-specific	225322	43	274	1.18702e-62	197.588	COG2602	YbxI	 - 	cl43695
Q#67 - >OXA-77_class_D	superfamily	225322	43	274	1.18702e-62	197.588	cl43695	YbxI superfamily	 - 	 - 
Q#67 - >OXA-77_class_D	non-specific	425939	47	269	6.77104e-28	108.658	pfam00905	Transpeptidase	 - 	cl21491
Q#67 - >OXA-77_class_D	superfamily	451269	47	269	6.77104e-28	108.658	cl21491	Transpeptidase superfamily	 - 	 - 
Q#67 - >OXA-77_class_D	non-specific	274573	76	154	9.46926e-06	46.3621	TIGR03423	pbp2_mrdA	NC	cl37268
Q#67 - >OXA-77_class_D	superfamily	274573	76	154	9.46926e-06	46.3621	cl37268	pbp2_mrdA superfamily	NC	 - 
Q#68 - >OXA-78_class_D	non-specific	225322	43	274	1.99306e-64	202.211	COG2602	YbxI	 - 	cl43695
Q#68 - >OXA-78_class_D	superfamily	225322	43	274	1.99306e-64	202.211	cl43695	YbxI superfamily	 - 	 - 
Q#68 - >OXA-78_class_D	non-specific	425939	47	269	3.66978e-28	109.428	pfam00905	Transpeptidase	 - 	cl21491
Q#68 - >OXA-78_class_D	superfamily	451269	47	269	3.66978e-28	109.428	cl21491	Transpeptidase superfamily	 - 	 - 
Q#68 - >OXA-78_class_D	non-specific	274573	76	154	1.29141e-06	49.0585	TIGR03423	pbp2_mrdA	NC	cl37268
Q#68 - >OXA-78_class_D	superfamily	274573	76	154	1.29141e-06	49.0585	cl37268	pbp2_mrdA superfamily	NC	 - 
Q#69 - >OXA-79_class_D	non-specific	225322	43	274	6.55435e-67	208.374	COG2602	YbxI	 - 	cl43695
Q#69 - >OXA-79_class_D	superfamily	225322	43	274	6.55435e-67	208.374	cl43695	YbxI superfamily	 - 	 - 
Q#69 - >OXA-79_class_D	non-specific	425939	47	269	2.22897e-30	115.206	pfam00905	Transpeptidase	 - 	cl21491
Q#69 - >OXA-79_class_D	superfamily	451269	47	269	2.22897e-30	115.206	cl21491	Transpeptidase superfamily	 - 	 - 
Q#69 - >OXA-79_class_D	non-specific	274573	76	154	2.2307e-07	51.3697	TIGR03423	pbp2_mrdA	NC	cl37268
Q#69 - >OXA-79_class_D	superfamily	274573	76	154	2.2307e-07	51.3697	cl37268	pbp2_mrdA superfamily	NC	 - 
Q#70 - >OXA-80_class_D	non-specific	225322	43	274	1.00949e-65	205.292	COG2602	YbxI	 - 	cl43695
Q#70 - >OXA-80_class_D	superfamily	225322	43	274	1.00949e-65	205.292	cl43695	YbxI superfamily	 - 	 - 
Q#70 - >OXA-80_class_D	non-specific	425939	47	269	1.42804e-29	112.895	pfam00905	Transpeptidase	 - 	cl21491
Q#70 - >OXA-80_class_D	superfamily	451269	47	269	1.42804e-29	112.895	cl21491	Transpeptidase superfamily	 - 	 - 
Q#70 - >OXA-80_class_D	non-specific	274573	76	154	1.23676e-07	52.1401	TIGR03423	pbp2_mrdA	NC	cl37268
Q#70 - >OXA-80_class_D	superfamily	274573	76	154	1.23676e-07	52.1401	cl37268	pbp2_mrdA superfamily	NC	 - 
Q#71 - >OXA-82_class_D	non-specific	225322	43	274	1.38272e-65	204.907	COG2602	YbxI	 - 	cl43695
Q#71 - >OXA-82_class_D	superfamily	225322	43	274	1.38272e-65	204.907	cl43695	YbxI superfamily	 - 	 - 
Q#71 - >OXA-82_class_D	non-specific	425939	47	269	5.88501e-30	114.051	pfam00905	Transpeptidase	 - 	cl21491
Q#71 - >OXA-82_class_D	superfamily	451269	47	269	5.88501e-30	114.051	cl21491	Transpeptidase superfamily	 - 	 - 
