Query	Hit type	PSSM-ID	From	To	E-Value	Bitscore	Accession	Short name	Incomplete	Superfamily
Q#152 - >CTX-M-122_class_A	non-specific	225242	10	289	2.22985e-47	161.064	COG2367	PenP	 - 	cl28588
Q#152 - >CTX-M-122_class_A	superfamily	225242	10	289	2.22985e-47	161.064	cl28588	PenP superfamily	 - 	 - 
Q#152 - >CTX-M-122_class_A	specific	433139	57	263	1.0396e-38	134.693	pfam13354	Beta-lactamase2	 - 	cl21491
Q#152 - >CTX-M-122_class_A	non-specific	395092	44	278	1.57097e-21	92.1808	pfam00144	Beta-lactamase	 - 	cl21491
Q#152 - >CTX-M-122_class_A	non-specific	224600	8	196	0.000108109	43.1287	COG1686	DacC	C	cl34335
Q#152 - >CTX-M-122_class_A	superfamily	224600	8	196	0.000108109	43.1287	cl34335	DacC superfamily	C	 - 
Q#153 - >CTX-M-123_class_A	non-specific	185339	36	281	6.44006e-70	217.799	PRK15442	PRK15442	 - 	cl21491
Q#153 - >CTX-M-123_class_A	superfamily	451269	36	281	6.44006e-70	217.799	cl21491	Transpeptidase superfamily	 - 	 - 
Q#153 - >CTX-M-123_class_A	non-specific	225242	23	288	1.28707e-45	156.441	COG2367	PenP	 - 	cl28588
Q#153 - >CTX-M-123_class_A	superfamily	225242	23	288	1.28707e-45	156.441	cl28588	PenP superfamily	 - 	 - 
Q#153 - >CTX-M-123_class_A	specific	433139	57	263	4.33175e-36	128.145	pfam13354	Beta-lactamase2	 - 	cl21491
Q#153 - >CTX-M-123_class_A	non-specific	395092	33	278	1.17348e-19	87.1732	pfam00144	Beta-lactamase	 - 	cl21491
Q#153 - >CTX-M-123_class_A	non-specific	224600	6	196	0.000586387	40.8175	COG1686	DacC	C	cl34335
Q#153 - >CTX-M-123_class_A	superfamily	224600	6	196	0.000586387	40.8175	cl34335	DacC superfamily	C	 - 
Q#154 - >CTX-M-124_class_A	non-specific	185339	4	289	7.80884e-72	222.806	PRK15442	PRK15442	 - 	cl21491
Q#154 - >CTX-M-124_class_A	superfamily	451269	4	289	7.80884e-72	222.806	cl21491	Transpeptidase superfamily	 - 	 - 
Q#154 - >CTX-M-124_class_A	non-specific	225242	2	288	6.58637e-50	167.612	COG2367	PenP	 - 	cl28588
Q#154 - >CTX-M-124_class_A	superfamily	225242	2	288	6.58637e-50	167.612	cl28588	PenP superfamily	 - 	 - 
Q#154 - >CTX-M-124_class_A	specific	433139	57	263	5.84602e-40	138.16	pfam13354	Beta-lactamase2	 - 	cl21491
Q#154 - >CTX-M-124_class_A	non-specific	395092	44	285	1.09541e-21	92.566	pfam00144	Beta-lactamase	 - 	cl21491
Q#154 - >CTX-M-124_class_A	non-specific	224600	6	159	2.07838e-07	51.6031	COG1686	DacC	C	cl34335
Q#154 - >CTX-M-124_class_A	superfamily	224600	6	159	2.07838e-07	51.6031	cl34335	DacC superfamily	C	 - 
Q#155 - >CTX-M-125_class_A	non-specific	185339	5	281	2.39427e-72	223.962	PRK15442	PRK15442	 - 	cl21491
Q#155 - >CTX-M-125_class_A	superfamily	451269	5	281	2.39427e-72	223.962	cl21491	Transpeptidase superfamily	 - 	 - 
Q#155 - >CTX-M-125_class_A	non-specific	225242	10	289	6.27308e-48	162.605	COG2367	PenP	 - 	cl28588
Q#155 - >CTX-M-125_class_A	superfamily	225242	10	289	6.27308e-48	162.605	cl28588	PenP superfamily	 - 	 - 
Q#155 - >CTX-M-125_class_A	specific	433139	57	263	1.40244e-38	134.308	pfam13354	Beta-lactamase2	 - 	cl21491
Q#155 - >CTX-M-125_class_A	non-specific	395092	44	278	1.93844e-21	92.1808	pfam00144	Beta-lactamase	 - 	cl21491
Q#155 - >CTX-M-125_class_A	non-specific	224600	8	196	8.87644e-05	43.5139	COG1686	DacC	C	cl34335
Q#155 - >CTX-M-125_class_A	superfamily	224600	8	196	8.87644e-05	43.5139	cl34335	DacC superfamily	C	 - 
Q#156 - >CTX-M-126_class_A	non-specific	185339	5	281	4.82767e-71	220.88	PRK15442	PRK15442	 - 	cl21491
Q#156 - >CTX-M-126_class_A	superfamily	451269	5	281	4.82767e-71	220.88	cl21491	Transpeptidase superfamily	 - 	 - 
Q#156 - >CTX-M-126_class_A	non-specific	225242	10	289	2.69422e-46	158.367	COG2367	PenP	 - 	cl28588
Q#156 - >CTX-M-126_class_A	superfamily	225242	10	289	2.69422e-46	158.367	cl28588	PenP superfamily	 - 	 - 
Q#156 - >CTX-M-126_class_A	specific	433139	57	263	2.13843e-37	131.611	pfam13354	Beta-lactamase2	 - 	cl21491
Q#156 - >CTX-M-126_class_A	non-specific	395092	44	285	1.39965e-20	89.4844	pfam00144	Beta-lactamase	 - 	cl21491
Q#156 - >CTX-M-126_class_A	non-specific	224600	8	196	5.32426e-05	44.2843	COG1686	DacC	C	cl34335
Q#156 - >CTX-M-126_class_A	superfamily	224600	8	196	5.32426e-05	44.2843	cl34335	DacC superfamily	C	 - 
Q#157 - >CTX-M-129_class_A	non-specific	185339	5	281	3.30317e-71	221.265	PRK15442	PRK15442	 - 	cl21491
Q#157 - >CTX-M-129_class_A	superfamily	451269	5	281	3.30317e-71	221.265	cl21491	Transpeptidase superfamily	 - 	 - 
Q#157 - >CTX-M-129_class_A	non-specific	225242	10	289	1.18707e-46	159.138	COG2367	PenP	 - 	cl28588
Q#157 - >CTX-M-129_class_A	superfamily	225242	10	289	1.18707e-46	159.138	cl28588	PenP superfamily	 - 	 - 
Q#157 - >CTX-M-129_class_A	specific	433139	57	263	2.12788e-38	133.923	pfam13354	Beta-lactamase2	 - 	cl21491
Q#157 - >CTX-M-129_class_A	non-specific	395092	44	285	9.05492e-22	92.9512	pfam00144	Beta-lactamase	 - 	cl21491
Q#157 - >CTX-M-129_class_A	non-specific	224600	8	196	9.28327e-05	43.5139	COG1686	DacC	C	cl34335
Q#157 - >CTX-M-129_class_A	superfamily	224600	8	196	9.28327e-05	43.5139	cl34335	DacC superfamily	C	 - 
Q#158 - >CTX-M-130_class_A	non-specific	185339	5	281	1.6558e-72	224.347	PRK15442	PRK15442	 - 	cl21491
Q#158 - >CTX-M-130_class_A	superfamily	451269	5	281	1.6558e-72	224.347	cl21491	Transpeptidase superfamily	 - 	 - 
Q#158 - >CTX-M-130_class_A	non-specific	225242	10	289	3.1693e-47	160.679	COG2367	PenP	 - 	cl28588
Q#158 - >CTX-M-130_class_A	superfamily	225242	10	289	3.1693e-47	160.679	cl28588	PenP superfamily	 - 	 - 
Q#158 - >CTX-M-130_class_A	specific	433139	57	263	1.40244e-38	134.308	pfam13354	Beta-lactamase2	 - 	cl21491
Q#158 - >CTX-M-130_class_A	non-specific	395092	44	278	2.05838e-21	91.7956	pfam00144	Beta-lactamase	 - 	cl21491
Q#158 - >CTX-M-130_class_A	non-specific	224600	8	196	8.87644e-05	43.5139	COG1686	DacC	C	cl34335
Q#158 - >CTX-M-130_class_A	superfamily	224600	8	196	8.87644e-05	43.5139	cl34335	DacC superfamily	C	 - 
Q#159 - >CTX-M-131_class_A	non-specific	185339	3	288	1.35571e-71	222.036	PRK15442	PRK15442	 - 	cl21491
Q#159 - >CTX-M-131_class_A	superfamily	451269	3	288	1.35571e-71	222.036	cl21491	Transpeptidase superfamily	 - 	 - 
Q#159 - >CTX-M-131_class_A	non-specific	225242	1	287	4.27433e-49	165.686	COG2367	PenP	 - 	cl28588
Q#159 - >CTX-M-131_class_A	superfamily	225242	1	287	4.27433e-49	165.686	cl28588	PenP superfamily	 - 	 - 
Q#159 - >CTX-M-131_class_A	specific	433139	56	262	2.28755e-39	136.619	pfam13354	Beta-lactamase2	 - 	cl21491
Q#159 - >CTX-M-131_class_A	non-specific	395092	43	284	2.91438e-22	94.1068	pfam00144	Beta-lactamase	 - 	cl21491
Q#159 - >CTX-M-131_class_A	non-specific	224600	5	158	2.07861e-07	51.6031	COG1686	DacC	C	cl34335
Q#159 - >CTX-M-131_class_A	superfamily	224600	5	158	2.07861e-07	51.6031	cl34335	DacC superfamily	C	 - 
Q#160 - >CTX-M-132_class_A	non-specific	185339	10	281	4.34756e-72	223.191	PRK15442	PRK15442	 - 	cl21491
Q#160 - >CTX-M-132_class_A	superfamily	451269	10	281	4.34756e-72	223.191	cl21491	Transpeptidase superfamily	 - 	 - 
Q#160 - >CTX-M-132_class_A	non-specific	225242	23	288	3.93012e-45	155.286	COG2367	PenP	 - 	cl28588
Q#160 - >CTX-M-132_class_A	superfamily	225242	23	288	3.93012e-45	155.286	cl28588	PenP superfamily	 - 	 - 
Q#160 - >CTX-M-132_class_A	specific	433139	57	263	3.01471e-36	128.53	pfam13354	Beta-lactamase2	 - 	cl21491
Q#160 - >CTX-M-132_class_A	non-specific	395092	33	278	2.07908e-21	91.7956	pfam00144	Beta-lactamase	 - 	cl21491
Q#160 - >CTX-M-132_class_A	non-specific	224600	6	157	0.000726567	40.4323	COG1686	DacC	C	cl34335
Q#160 - >CTX-M-132_class_A	superfamily	224600	6	157	0.000726567	40.4323	cl34335	DacC superfamily	C	 - 
Q#161 - >CTX-M-133_class_A	non-specific	185339	36	281	3.56363e-71	220.88	PRK15442	PRK15442	 - 	cl21491
Q#161 - >CTX-M-133_class_A	superfamily	451269	36	281	3.56363e-71	220.88	cl21491	Transpeptidase superfamily	 - 	 - 
Q#161 - >CTX-M-133_class_A	non-specific	225242	23	288	8.72023e-45	154.515	COG2367	PenP	 - 	cl28588
Q#161 - >CTX-M-133_class_A	superfamily	225242	23	288	8.72023e-45	154.515	cl28588	PenP superfamily	 - 	 - 
Q#161 - >CTX-M-133_class_A	specific	433139	57	263	2.64745e-37	131.226	pfam13354	Beta-lactamase2	 - 	cl21491
Q#161 - >CTX-M-133_class_A	non-specific	395092	33	285	1.07334e-19	87.1732	pfam00144	Beta-lactamase	 - 	cl21491
Q#161 - >CTX-M-133_class_A	non-specific	224600	6	196	2.81494e-05	45.0547	COG1686	DacC	C	cl34335
Q#161 - >CTX-M-133_class_A	superfamily	224600	6	196	2.81494e-05	45.0547	cl34335	DacC superfamily	C	 - 
Q#162 - >CTX-M-134_class_A	non-specific	185339	5	281	1.09292e-71	222.421	PRK15442	PRK15442	 - 	cl21491
Q#162 - >CTX-M-134_class_A	superfamily	451269	5	281	1.09292e-71	222.421	cl21491	Transpeptidase superfamily	 - 	 - 
Q#162 - >CTX-M-134_class_A	non-specific	225242	10	289	5.45614e-47	160.293	COG2367	PenP	 - 	cl28588
Q#162 - >CTX-M-134_class_A	superfamily	225242	10	289	5.45614e-47	160.293	cl28588	PenP superfamily	 - 	 - 
Q#162 - >CTX-M-134_class_A	specific	433139	57	263	3.194e-38	133.537	pfam13354	Beta-lactamase2	 - 	cl21491
Q#162 - >CTX-M-134_class_A	non-specific	395092	44	285	5.1115e-21	91.0252	pfam00144	Beta-lactamase	 - 	cl21491
Q#162 - >CTX-M-134_class_A	non-specific	224600	8	196	0.000113062	43.1287	COG1686	DacC	C	cl34335
Q#162 - >CTX-M-134_class_A	superfamily	224600	8	196	0.000113062	43.1287	cl34335	DacC superfamily	C	 - 
Q#163 - >CTX-M-136_class_A	non-specific	185339	36	281	3.37558e-71	221.265	PRK15442	PRK15442	 - 	cl21491
Q#163 - >CTX-M-136_class_A	superfamily	451269	36	281	3.37558e-71	221.265	cl21491	Transpeptidase superfamily	 - 	 - 
Q#163 - >CTX-M-136_class_A	non-specific	225242	23	288	1.17412e-44	154.13	COG2367	PenP	 - 	cl28588
Q#163 - >CTX-M-136_class_A	superfamily	225242	23	288	1.17412e-44	154.13	cl28588	PenP superfamily	 - 	 - 
Q#163 - >CTX-M-136_class_A	specific	433139	57	263	5.83242e-37	130.456	pfam13354	Beta-lactamase2	 - 	cl21491
Q#163 - >CTX-M-136_class_A	non-specific	395092	33	285	6.68799e-19	84.862	pfam00144	Beta-lactamase	 - 	cl21491
Q#163 - >CTX-M-136_class_A	non-specific	224600	6	196	0.000136461	42.7435	COG1686	DacC	C	cl34335
Q#163 - >CTX-M-136_class_A	superfamily	224600	6	196	0.000136461	42.7435	cl34335	DacC superfamily	C	 - 
Q#164 - >CTX-M-139_class_A	non-specific	185339	23	281	9.66217e-71	220.11	PRK15442	PRK15442	 - 	cl21491
Q#164 - >CTX-M-139_class_A	superfamily	451269	23	281	9.66217e-71	220.11	cl21491	Transpeptidase superfamily	 - 	 - 
Q#164 - >CTX-M-139_class_A	non-specific	225242	23	288	4.66905e-44	152.589	COG2367	PenP	 - 	cl28588
Q#164 - >CTX-M-139_class_A	superfamily	225242	23	288	4.66905e-44	152.589	cl28588	PenP superfamily	 - 	 - 
Q#164 - >CTX-M-139_class_A	specific	433139	57	263	4.81309e-37	130.456	pfam13354	Beta-lactamase2	 - 	cl21491
Q#164 - >CTX-M-139_class_A	non-specific	395092	33	285	1.51574e-20	89.4844	pfam00144	Beta-lactamase	 - 	cl21491
Q#164 - >CTX-M-139_class_A	non-specific	224600	6	196	7.78035e-06	46.5955	COG1686	DacC	C	cl34335
Q#164 - >CTX-M-139_class_A	superfamily	224600	6	196	7.78035e-06	46.5955	cl34335	DacC superfamily	C	 - 
Q#165 - >ERP-1_class_A	non-specific	185339	25	268	4.32648e-73	225.888	PRK15442	PRK15442	 - 	cl21491
Q#165 - >ERP-1_class_A	superfamily	451269	25	268	4.32648e-73	225.888	cl21491	Transpeptidase superfamily	 - 	 - 
Q#165 - >ERP-1_class_A	specific	433139	59	265	3.07529e-36	128.53	pfam13354	Beta-lactamase2	 - 	cl21491
Q#165 - >ERP-1_class_A	non-specific	225242	47	280	1.19606e-35	130.633	COG2367	PenP	 - 	cl28588
Q#165 - >ERP-1_class_A	superfamily	225242	47	280	1.19606e-35	130.633	cl28588	PenP superfamily	 - 	 - 
Q#165 - >ERP-1_class_A	non-specific	395092	65	269	3.50345e-14	71.38	pfam00144	Beta-lactamase	 - 	cl21491
Q#166 - >FAR-1_class_A	non-specific	185339	46	293	1.04503e-76	235.518	PRK15442	PRK15442	 - 	cl21491
Q#166 - >FAR-1_class_A	superfamily	451269	46	293	1.04503e-76	235.518	cl21491	Transpeptidase superfamily	 - 	 - 
Q#166 - >FAR-1_class_A	non-specific	225242	39	292	2.33356e-52	174.161	COG2367	PenP	 - 	cl28588
Q#166 - >FAR-1_class_A	superfamily	225242	39	292	2.33356e-52	174.161	cl28588	PenP superfamily	 - 	 - 
Q#166 - >FAR-1_class_A	specific	433139	61	268	2.41695e-35	126.219	pfam13354	Beta-lactamase2	 - 	cl21491
Q#166 - >FAR-1_class_A	non-specific	395092	49	288	2.80722e-17	80.6248	pfam00144	Beta-lactamase	 - 	cl21491
Q#167 - >FONA-1_class_A	non-specific	185339	40	285	2.17529e-71	221.651	PRK15442	PRK15442	 - 	cl21491
Q#167 - >FONA-1_class_A	superfamily	451269	40	285	2.17529e-71	221.651	cl21491	Transpeptidase superfamily	 - 	 - 
Q#167 - >FONA-1_class_A	non-specific	225242	13	293	1.12169e-42	149.123	COG2367	PenP	 - 	cl28588
Q#167 - >FONA-1_class_A	superfamily	225242	13	293	1.12169e-42	149.123	cl28588	PenP superfamily	 - 	 - 
Q#167 - >FONA-1_class_A	specific	433139	61	267	1.70135e-33	121.211	pfam13354	Beta-lactamase2	 - 	cl21491
Q#167 - >FONA-1_class_A	non-specific	395092	48	287	5.58345e-18	82.5508	pfam00144	Beta-lactamase	 - 	cl21491
Q#168 - >FONA-2_class_A	non-specific	185339	40	285	1.70587e-70	219.339	PRK15442	PRK15442	 - 	cl21491
Q#168 - >FONA-2_class_A	superfamily	451269	40	285	1.70587e-70	219.339	cl21491	Transpeptidase superfamily	 - 	 - 
Q#168 - >FONA-2_class_A	non-specific	225242	13	293	1.81246e-43	151.049	COG2367	PenP	 - 	cl28588
Q#168 - >FONA-2_class_A	superfamily	225242	13	293	1.81246e-43	151.049	cl28588	PenP superfamily	 - 	 - 
Q#168 - >FONA-2_class_A	specific	433139	61	267	8.99807e-34	121.981	pfam13354	Beta-lactamase2	 - 	cl21491
Q#168 - >FONA-2_class_A	non-specific	395092	48	287	2.33198e-18	83.7064	pfam00144	Beta-lactamase	 - 	cl21491
Q#169 - >FONA-3_class_A	non-specific	185339	40	285	1.93076e-71	222.036	PRK15442	PRK15442	 - 	cl21491
Q#169 - >FONA-3_class_A	superfamily	451269	40	285	1.93076e-71	222.036	cl21491	Transpeptidase superfamily	 - 	 - 
Q#169 - >FONA-3_class_A	non-specific	225242	29	293	1.68281e-43	151.049	COG2367	PenP	 - 	cl28588
Q#169 - >FONA-3_class_A	superfamily	225242	29	293	1.68281e-43	151.049	cl28588	PenP superfamily	 - 	 - 
Q#169 - >FONA-3_class_A	specific	433139	61	267	1.62651e-34	123.907	pfam13354	Beta-lactamase2	 - 	cl21491
Q#169 - >FONA-3_class_A	non-specific	395092	48	287	6.15813e-18	82.1656	pfam00144	Beta-lactamase	 - 	cl21491
Q#170 - >FONA-4_class_A	non-specific	185339	40	285	2.0383e-71	221.651	PRK15442	PRK15442	 - 	cl21491
Q#170 - >FONA-4_class_A	superfamily	451269	40	285	2.0383e-71	221.651	cl21491	Transpeptidase superfamily	 - 	 - 
Q#170 - >FONA-4_class_A	non-specific	225242	13	293	9.77394e-43	149.123	COG2367	PenP	 - 	cl28588
Q#170 - >FONA-4_class_A	superfamily	225242	13	293	9.77394e-43	149.123	cl28588	PenP superfamily	 - 	 - 
Q#170 - >FONA-4_class_A	specific	433139	61	267	1.73785e-33	121.211	pfam13354	Beta-lactamase2	 - 	cl21491
Q#170 - >FONA-4_class_A	non-specific	395092	48	287	7.13259e-18	82.1656	pfam00144	Beta-lactamase	 - 	cl21491
Q#171 - >FONA-5_class_A	non-specific	185339	15	285	2.86389e-72	223.962	PRK15442	PRK15442	 - 	cl21491
Q#171 - >FONA-5_class_A	superfamily	451269	15	285	2.86389e-72	223.962	cl21491	Transpeptidase superfamily	 - 	 - 
Q#171 - >FONA-5_class_A	non-specific	225242	5	293	8.09011e-45	154.515	COG2367	PenP	 - 	cl28588
Q#171 - >FONA-5_class_A	superfamily	225242	5	293	8.09011e-45	154.515	cl28588	PenP superfamily	 - 	 - 
Q#171 - >FONA-5_class_A	specific	433139	61	267	8.71594e-34	121.981	pfam13354	Beta-lactamase2	 - 	cl21491
Q#171 - >FONA-5_class_A	non-specific	395092	48	287	6.59515e-18	82.1656	pfam00144	Beta-lactamase	 - 	cl21491
Q#172 - >FONA-6_class_A	non-specific	185339	40	285	8.37852e-72	222.806	PRK15442	PRK15442	 - 	cl21491
Q#172 - >FONA-6_class_A	superfamily	451269	40	285	8.37852e-72	222.806	cl21491	Transpeptidase superfamily	 - 	 - 
Q#172 - >FONA-6_class_A	non-specific	225242	5	293	4.14335e-43	150.278	COG2367	PenP	 - 	cl28588
Q#172 - >FONA-6_class_A	superfamily	225242	5	293	4.14335e-43	150.278	cl28588	PenP superfamily	 - 	 - 
Q#172 - >FONA-6_class_A	specific	433139	61	267	2.23741e-34	123.522	pfam13354	Beta-lactamase2	 - 	cl21491
Q#172 - >FONA-6_class_A	non-specific	395092	48	287	7.78957e-18	82.1656	pfam00144	Beta-lactamase	 - 	cl21491
Q#173 - >GES-1_class_A	non-specific	185339	8	275	4.35064e-62	197.768	PRK15442	PRK15442	 - 	cl21491
Q#173 - >GES-1_class_A	superfamily	451269	8	275	4.35064e-62	197.768	cl21491	Transpeptidase superfamily	 - 	 - 
Q#173 - >GES-1_class_A	non-specific	225242	17	285	1.78818e-45	156.056	COG2367	PenP	 - 	cl28588
Q#173 - >GES-1_class_A	superfamily	225242	17	285	1.78818e-45	156.056	cl28588	PenP superfamily	 - 	 - 
Q#173 - >GES-1_class_A	specific	433139	51	255	4.51903e-37	130.456	pfam13354	Beta-lactamase2	 - 	cl21491
Q#173 - >GES-1_class_A	non-specific	425939	39	255	0.00828332	37.0106	pfam00905	Transpeptidase	 - 	cl21491
Q#173 - >GES-1_class_A	non-specific	425939	39	255	0.00828332	37.0106	pfam00905	Transpeptidase	 - 	cl21491
Q#174 - >GES-2_class_A	non-specific	185339	8	275	1.71699e-63	201.235	PRK15442	PRK15442	 - 	cl21491
Q#174 - >GES-2_class_A	superfamily	451269	8	275	1.71699e-63	201.235	cl21491	Transpeptidase superfamily	 - 	 - 
Q#174 - >GES-2_class_A	non-specific	225242	17	285	4.20671e-46	157.597	COG2367	PenP	 - 	cl28588
Q#174 - >GES-2_class_A	superfamily	225242	17	285	4.20671e-46	157.597	cl28588	PenP superfamily	 - 	 - 
Q#174 - >GES-2_class_A	specific	433139	51	255	1.5529e-37	131.611	pfam13354	Beta-lactamase2	 - 	cl21491
Q#175 - >GES-3_class_A	non-specific	185339	8	275	2.94837e-62	198.153	PRK15442	PRK15442	 - 	cl21491
Q#175 - >GES-3_class_A	superfamily	451269	8	275	2.94837e-62	198.153	cl21491	Transpeptidase superfamily	 - 	 - 
Q#175 - >GES-3_class_A	non-specific	225242	17	285	2.48659e-45	155.671	COG2367	PenP	 - 	cl28588
Q#175 - >GES-3_class_A	superfamily	225242	17	285	2.48659e-45	155.671	cl28588	PenP superfamily	 - 	 - 
Q#175 - >GES-3_class_A	specific	433139	51	255	2.20932e-37	131.226	pfam13354	Beta-lactamase2	 - 	cl21491
Q#176 - >GES-4_class_A	non-specific	185339	8	275	3.1459e-62	198.153	PRK15442	PRK15442	 - 	cl21491
Q#176 - >GES-4_class_A	superfamily	451269	8	275	3.1459e-62	198.153	cl21491	Transpeptidase superfamily	 - 	 - 
Q#176 - >GES-4_class_A	non-specific	225242	17	285	1.19758e-46	159.138	COG2367	PenP	 - 	cl28588
Q#176 - >GES-4_class_A	superfamily	225242	17	285	1.19758e-46	159.138	cl28588	PenP superfamily	 - 	 - 
Q#176 - >GES-4_class_A	specific	433139	51	255	1.63812e-37	131.611	pfam13354	Beta-lactamase2	 - 	cl21491
Q#177 - >GES-5_class_A	non-specific	185339	8	275	2.94837e-62	198.153	PRK15442	PRK15442	 - 	cl21491
Q#177 - >GES-5_class_A	superfamily	451269	8	275	2.94837e-62	198.153	cl21491	Transpeptidase superfamily	 - 	 - 
Q#177 - >GES-5_class_A	non-specific	225242	17	285	2.48659e-45	155.671	COG2367	PenP	 - 	cl28588
Q#177 - >GES-5_class_A	superfamily	225242	17	285	2.48659e-45	155.671	cl28588	PenP superfamily	 - 	 - 
Q#177 - >GES-5_class_A	specific	433139	51	255	2.20932e-37	131.226	pfam13354	Beta-lactamase2	 - 	cl21491
Q#178 - >GES-6_class_A	non-specific	185339	8	275	4.494e-62	197.768	PRK15442	PRK15442	 - 	cl21491
Q#178 - >GES-6_class_A	superfamily	451269	8	275	4.494e-62	197.768	cl21491	Transpeptidase superfamily	 - 	 - 
Q#178 - >GES-6_class_A	non-specific	225242	17	285	8.13776e-46	156.827	COG2367	PenP	 - 	cl28588
Q#178 - >GES-6_class_A	superfamily	225242	17	285	8.13776e-46	156.827	cl28588	PenP superfamily	 - 	 - 
Q#178 - >GES-6_class_A	specific	433139	51	255	1.01728e-36	129.685	pfam13354	Beta-lactamase2	 - 	cl21491
Q#179 - >GES-7_class_A	non-specific	185339	8	275	4.35064e-62	197.768	PRK15442	PRK15442	 - 	cl21491
Q#179 - >GES-7_class_A	superfamily	451269	8	275	4.35064e-62	197.768	cl21491	Transpeptidase superfamily	 - 	 - 
Q#179 - >GES-7_class_A	non-specific	225242	17	285	1.78818e-45	156.056	COG2367	PenP	 - 	cl28588
Q#179 - >GES-7_class_A	superfamily	225242	17	285	1.78818e-45	156.056	cl28588	PenP superfamily	 - 	 - 
Q#179 - >GES-7_class_A	specific	433139	51	255	4.51903e-37	130.456	pfam13354	Beta-lactamase2	 - 	cl21491
Q#179 - >GES-7_class_A	non-specific	425939	39	255	0.00828332	37.0106	pfam00905	Transpeptidase	 - 	cl21491
Q#179 - >GES-7_class_A	non-specific	425939	39	255	0.00828332	37.0106	pfam00905	Transpeptidase	 - 	cl21491
Q#180 - >GES-9_class_A	non-specific	185339	8	275	7.23271e-63	199.694	PRK15442	PRK15442	 - 	cl21491
Q#180 - >GES-9_class_A	superfamily	451269	8	275	7.23271e-63	199.694	cl21491	Transpeptidase superfamily	 - 	 - 
Q#180 - >GES-9_class_A	non-specific	225242	17	285	2.28378e-45	155.671	COG2367	PenP	 - 	cl28588
Q#180 - >GES-9_class_A	superfamily	225242	17	285	2.28378e-45	155.671	cl28588	PenP superfamily	 - 	 - 
Q#180 - >GES-9_class_A	specific	433139	51	255	1.16372e-37	131.997	pfam13354	Beta-lactamase2	 - 	cl21491
Q#180 - >GES-9_class_A	non-specific	425939	39	255	0.00835805	37.0106	pfam00905	Transpeptidase	 - 	cl21491
Q#181 - >GES-10_class_A	non-specific	185339	26	275	2.13002e-61	195.842	PRK15442	PRK15442	 - 	cl21491
Q#181 - >GES-10_class_A	superfamily	451269	26	275	2.13002e-61	195.842	cl21491	Transpeptidase superfamily	 - 	 - 
Q#181 - >GES-10_class_A	non-specific	225242	17	285	4.36882e-45	154.901	COG2367	PenP	 - 	cl28588
Q#181 - >GES-10_class_A	superfamily	225242	17	285	4.36882e-45	154.901	cl28588	PenP superfamily	 - 	 - 
Q#181 - >GES-10_class_A	specific	433139	51	255	3.43362e-36	128.145	pfam13354	Beta-lactamase2	 - 	cl21491
Q#182 - >GES-11_class_A	non-specific	185339	8	275	1.41377e-62	198.924	PRK15442	PRK15442	 - 	cl21491
Q#182 - >GES-11_class_A	superfamily	451269	8	275	1.41377e-62	198.924	cl21491	Transpeptidase superfamily	 - 	 - 
Q#182 - >GES-11_class_A	non-specific	225242	17	285	2.33288e-45	155.671	COG2367	PenP	 - 	cl28588
Q#182 - >GES-11_class_A	superfamily	225242	17	285	2.33288e-45	155.671	cl28588	PenP superfamily	 - 	 - 
Q#182 - >GES-11_class_A	specific	433139	51	255	1.15135e-37	131.997	pfam13354	Beta-lactamase2	 - 	cl21491
Q#182 - >GES-11_class_A	non-specific	425939	39	255	0.0096495	37.0106	pfam00905	Transpeptidase	 - 	cl21491
Q#183 - >GES-12_class_A	non-specific	185339	8	275	1.9549e-63	201.235	PRK15442	PRK15442	 - 	cl21491
Q#183 - >GES-12_class_A	superfamily	451269	8	275	1.9549e-63	201.235	cl21491	Transpeptidase superfamily	 - 	 - 
Q#183 - >GES-12_class_A	non-specific	225242	17	285	4.01258e-45	155.286	COG2367	PenP	 - 	cl28588
Q#183 - >GES-12_class_A	superfamily	225242	17	285	4.01258e-45	155.286	cl28588	PenP superfamily	 - 	 - 
Q#183 - >GES-12_class_A	specific	433139	51	255	5.0283e-37	130.456	pfam13354	Beta-lactamase2	 - 	cl21491
Q#184 - >GES-13_class_A	non-specific	185339	8	275	3.07864e-63	200.465	PRK15442	PRK15442	 - 	cl21491
Q#184 - >GES-13_class_A	superfamily	451269	8	275	3.07864e-63	200.465	cl21491	Transpeptidase superfamily	 - 	 - 
Q#184 - >GES-13_class_A	non-specific	225242	17	285	1.39014e-46	158.753	COG2367	PenP	 - 	cl28588
Q#184 - >GES-13_class_A	superfamily	225242	17	285	1.39014e-46	158.753	cl28588	PenP superfamily	 - 	 - 
Q#184 - >GES-13_class_A	specific	433139	51	255	7.07633e-37	130.071	pfam13354	Beta-lactamase2	 - 	cl21491
Q#185 - >GES-14_class_A	non-specific	185339	8	275	9.58011e-63	199.309	PRK15442	PRK15442	 - 	cl21491
Q#185 - >GES-14_class_A	superfamily	451269	8	275	9.58011e-63	199.309	cl21491	Transpeptidase superfamily	 - 	 - 
Q#185 - >GES-14_class_A	non-specific	225242	17	285	3.24389e-45	155.286	COG2367	PenP	 - 	cl28588
Q#185 - >GES-14_class_A	superfamily	225242	17	285	3.24389e-45	155.286	cl28588	PenP superfamily	 - 	 - 
Q#185 - >GES-14_class_A	specific	433139	51	255	5.80947e-38	132.767	pfam13354	Beta-lactamase2	 - 	cl21491
